105/08/24,264000,764120,2.85,2.94,2.85,2.85,-0.06,4
105/08/25,0,0,---,---,---,---,---,0
105/08/26,6000,16170,2.72,2.72,2.67,2.67,-0.13,2
105/08/29,0,0,---,---,---,---,---,0
105/08/30,27000,82030,2.85,3.14,2.85,3.14,+0.40,6
105/08/31,40000,129450,3.32,3.32,3.18,3.18,+0.04,6
105/09/01,15000,47600,3.22,3.28,3.14,3.28,+0.10,4
105/09/02,18000,64310,3.54,3.62,3.54,3.57,+0.29,4
105/09/05,67000,259100,3.81,3.97,3.71,3.97,+0.40,9
105/09/06,54000,218900,3.98,4.36,3.98,4.24,+0.27,5
105/09/07,14000,55960,4.01,4.01,3.99,4.01,-0.23,4
105/09/08,2000,7760,3.88,3.88,3.88,3.88,-0.13,1
105/09/09,6000,22560,3.81,3.81,3.70,3.70,-0.18,3
105/09/10,10000,31400,3.14,3.14,3.14,3.14,-0.56,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,10000,40600,4.06,4.06,4.06,4.06,+0.49,1
105/09/21,12000,43640,3.66,3.66,3.52,3.52,-0.54,2
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,109000,252590,2.31,2.39,2.31,2.39,+0.02,2
105/10/13,99000,233640,2.36,2.36,2.36,2.36,-0.03,1
105/10/14,16000,38700,2.45,2.45,2.40,2.40,+0.04,2
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,250000,485000,1.94,1.94,1.94,1.94,-0.06,2
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,160000,299200,1.87,1.87,1.87,1.87,+0.12,2
105/10/26,160000,296000,1.85,1.85,1.85,1.85,-0.02,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,12000,11520,0.96,0.96,0.96,0.96,-0.37,1
105/11/04,0,0,---,---,---,---,---,0
105/11/07,501000,551040,1.09,1.12,1.09,1.09,+0.08,6
105/11/08,495000,498980,1.02,1.02,1.00,1.00,-0.09,2
105/11/09,0,0,---,---,---,---,---,0
105/11/10,6000,6180,1.03,1.03,1.03,1.03,+0.41,1
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
