105/08/24,172000,190920,1.11,1.11,1.11,1.11,-0.02,2
105/08/25,63000,68670,1.09,1.09,1.09,1.09,-0.02,1
105/08/26,63000,66780,1.06,1.06,1.06,1.06,-0.03,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,70000,72800,1.04,1.04,1.04,1.04,+0.01,2
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,30000,28800,0.96,0.96,0.96,0.96,-0.07,1
105/09/05,199000,193030,0.97,0.97,0.97,0.97,+0.01,1
105/09/06,316000,309070,0.97,1.04,0.97,1.04,+0.07,6
105/09/07,125000,130570,1.05,1.05,1.01,1.05,+0.01,4
105/09/08,262000,265860,1.01,1.03,1.01,1.03,-0.02,5
105/09/09,86000,91490,1.04,1.09,1.04,1.09,+0.06,5
105/09/10,180000,185650,1.06,1.06,1.01,1.01,-0.08,11
105/09/12,266000,270440,1.03,1.03,0.99,0.99,-0.02,6
105/09/13,190000,179700,0.96,0.96,0.93,0.93,-0.06,2
105/09/14,10000,9100,0.91,0.91,0.91,0.91,-0.02,1
105/09/19,30000,27000,0.92,0.92,0.88,0.88,-0.03,3
105/09/20,0,0,---,---,---,---,---,0
105/09/21,2000,1800,0.90,0.90,0.90,0.90,+0.03,1
105/09/22,3000,2640,0.88,0.88,0.88,0.88,-0.02,1
105/09/23,31000,28210,0.91,0.91,0.91,0.91,+0.03,2
105/09/26,60000,53000,0.88,0.90,0.88,0.88,-0.03,4
105/09/29,10000,8400,0.84,0.84,0.84,0.84,-0.04,1
105/09/30,6000,4800,0.80,0.80,0.80,0.80,-0.04,1
105/10/03,200000,169400,0.84,0.85,0.83,0.85,+0.05,10
105/10/04,599000,518330,0.85,0.87,0.85,0.87,+0.02,11
105/10/05,459000,394940,0.85,0.87,0.85,0.86,-0.01,7
105/10/06,100000,82900,0.85,0.85,0.82,0.82,-0.04,2
105/10/07,30000,24000,0.80,0.80,0.80,0.80,-0.02,2
105/10/11,165000,114350,0.71,0.71,0.66,0.67,-0.13,4
105/10/12,20000,12600,0.63,0.63,0.63,0.63,-0.04,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,260000,142800,0.55,0.55,0.53,0.53,-0.09,2
105/10/17,10000,5500,0.55,0.55,0.55,0.55,+0.02,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,10000,5500,0.55,0.55,0.55,0.55,0.00,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,20000,10200,0.51,0.51,0.51,0.51,0.00,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,20000,11400,0.57,0.57,0.57,0.57,+0.07,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,10000,5600,0.56,0.56,0.56,0.56,+0.01,1
105/11/02,62000,32000,0.52,0.52,0.50,0.50,-0.06,2
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
