105/08/24,37000,21890,0.60,0.60,0.59,0.59,-0.02,3
105/08/25,20000,11600,0.58,0.58,0.58,0.58,-0.01,1
105/08/26,11000,6880,0.62,0.63,0.62,0.63,+0.05,2
105/08/29,228000,156390,0.62,0.69,0.62,0.69,+0.06,4
105/08/30,217000,153910,0.71,0.71,0.69,0.69,0.00,3
105/08/31,119000,84080,0.72,0.73,0.68,0.68,-0.01,4
105/09/01,177000,120360,0.68,0.68,0.68,0.68,0.00,2
105/09/02,187000,123260,0.66,0.66,0.64,0.65,-0.03,3
105/09/05,0,0,---,---,---,---,---,0
105/09/06,49000,28800,0.59,0.61,0.58,0.58,-0.01,4
105/09/07,118000,72000,0.59,0.64,0.57,0.61,+0.03,8
105/09/08,129000,77400,0.60,0.60,0.60,0.60,-0.01,2
105/09/09,60000,36000,0.60,0.60,0.60,0.60,0.00,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,106000,57240,0.54,0.54,0.54,0.54,-0.04,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,62000,44640,0.72,0.72,0.72,0.72,+0.07,1
105/09/29,62000,42160,0.68,0.68,0.68,0.68,-0.04,1
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,194000,134160,0.69,0.72,0.69,0.72,+0.06,3
105/10/06,184000,132380,0.72,0.72,0.71,0.71,-0.01,2
105/10/07,0,0,---,---,---,---,---,0
105/10/11,19000,12160,0.64,0.64,0.64,0.64,-0.06,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,892000,239740,0.24,0.30,0.24,0.30,+0.10,11
105/11/11,892000,252740,0.27,0.29,0.27,0.29,-0.01,5
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,1298000,264620,0.19,0.21,0.19,0.21,0.00,9
105/11/17,1298000,285560,0.22,0.22,0.22,0.22,+0.01,6
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
