105/08/24,7000,12250,1.75,1.75,1.75,1.75,X,1
105/08/25,0,0,--,--,--,--,,0
105/08/26,0,0,--,--,--,--,,0
105/08/29,0,0,--,--,--,--,,0
105/08/30,0,0,--,--,--,--,,0
105/08/31,299000,531440,1.82,1.82,1.76,1.76,X,13
105/09/01,150000,260200,1.74,1.74,1.73,1.73,-0.03,5
105/09/02,100000,173000,1.73,1.73,1.73,1.73,,3
105/09/05,60000,105600,1.75,1.77,1.75,1.77,0.04,5
105/09/06,29000,52010,1.78,1.81,1.78,1.81,0.04,5
105/09/07,12000,22020,1.83,1.84,1.83,1.84,0.03,3
105/09/08,6000,10920,1.82,1.82,1.82,1.82,-0.02,1
105/09/09,22000,39600,1.80,1.80,1.80,1.80,-0.02,2
105/09/10,42000,73120,1.74,1.76,1.74,1.76,-0.04,2
105/09/12,259000,446630,1.73,1.73,1.71,1.72,-0.04,8
105/09/13,90000,153000,1.70,1.70,1.70,1.70,-0.02,2
105/09/14,30000,50600,1.69,1.69,1.68,1.68,-0.02,2
105/09/19,9000,15570,1.70,1.76,1.70,1.73,0.05,4
105/09/20,54000,94250,1.75,1.76,1.74,1.76,0.03,6
105/09/21,140000,244200,1.73,1.75,1.73,1.75,-0.01,6
105/09/22,1000,1780,1.78,1.78,1.78,1.78,0.03,1
105/09/23,0,0,--,--,--,--,,0
105/09/26,0,0,--,--,--,--,,0
105/09/29,12000,21250,1.76,1.79,1.76,1.77,X,3
105/09/30,40000,70200,1.75,1.76,1.75,1.76,-0.01,3
105/10/03,91000,158040,1.75,1.75,1.73,1.73,-0.03,7
105/10/04,80000,139900,1.74,1.76,1.74,1.76,0.03,6
105/10/05,2000,3520,1.76,1.76,1.76,1.76,,2
105/10/06,0,0,--,--,--,--,,0
105/10/07,20000,34800,1.74,1.74,1.74,1.74,X,2
105/10/11,70000,121000,1.74,1.74,1.72,1.72,-0.02,5
105/10/12,40000,68600,1.71,1.72,1.71,1.72,,2
105/10/13,160000,274200,1.72,1.72,1.70,1.70,-0.02,3
105/10/14,20000,33700,1.70,1.70,1.67,1.67,-0.03,2
105/10/17,107000,174780,1.64,1.64,1.63,1.63,-0.04,4
105/10/18,11000,18380,1.66,1.69,1.66,1.69,0.06,3
105/10/19,0,0,--,--,--,--,,0
105/10/20,2000,3420,1.70,1.72,1.70,1.72,X,2
105/10/21,0,0,--,--,--,--,,0
105/10/24,11000,18700,1.70,1.70,1.70,1.70,X,1
105/10/25,33000,55770,1.69,1.69,1.69,1.69,-0.01,3
105/10/26,1000,1690,1.69,1.69,1.69,1.69,,1
105/10/27,5000,8350,1.67,1.67,1.67,1.67,-0.02,1
105/10/28,1000,1670,1.67,1.67,1.67,1.67,,1
105/10/31,3000,4950,1.65,1.65,1.65,1.65,-0.02,1
105/11/01,1000,1670,1.67,1.67,1.67,1.67,0.02,1
105/11/02,0,0,--,--,--,--,,0
105/11/03,2172000,3456700,1.62,1.62,1.59,1.60,X,28
105/11/04,3000,4800,1.60,1.60,1.60,1.60,,1
105/11/07,155000,249550,1.61,1.61,1.61,1.61,0.01,3
105/11/08,122000,198900,1.63,1.65,1.63,1.65,0.04,7
105/11/09,160000,253150,1.65,1.65,1.54,1.54,-0.11,13
105/11/10,41000,66020,1.62,1.62,1.61,1.61,0.07,2
105/11/11,246000,380840,1.56,1.56,1.52,1.52,-0.09,11
105/11/14,34000,51290,1.51,1.52,1.49,1.52,,3
105/11/15,32000,49190,1.54,1.55,1.53,1.53,0.01,5
105/11/16,11000,16750,1.55,1.55,1.52,1.52,-0.01,2
105/11/17,113000,169650,1.51,1.51,1.50,1.50,-0.02,8
105/11/18,242000,358660,1.49,1.49,1.48,1.48,-0.02,8
105/11/21,110000,164500,1.49,1.50,1.49,1.50,0.02,3
105/11/22,26000,40180,1.53,1.56,1.53,1.56,0.06,3
105/11/23,58000,92530,1.58,1.60,1.58,1.60,0.04,7
105/11/24,67000,110600,1.63,1.67,1.63,1.67,0.07,8
105/11/25,7000,11550,1.65,1.65,1.65,1.65,-0.02,1
105/11/28,138000,230370,1.68,1.68,1.66,1.66,0.01,6
105/11/29,243000,402180,1.66,1.67,1.64,1.64,-0.02,5
105/11/30,332000,541160,1.63,1.63,1.63,1.63,-0.01,11
105/12/01,31000,51330,1.66,1.68,1.65,1.67,0.04,4
105/12/02,7000,11690,1.67,1.67,1.67,1.67,,1
105/12/05,91000,148330,1.63,1.63,1.63,1.63,-0.04,2
105/12/06,11000,18170,1.67,1.67,1.65,1.65,0.02,2
105/12/07,1000,1670,1.67,1.67,1.67,1.67,0.02,1
105/12/08,37000,62300,1.67,1.70,1.67,1.70,0.03,5
105/12/09,21000,36120,1.72,1.72,1.72,1.72,0.02,2
105/12/12,52000,88130,1.73,1.73,1.69,1.70,-0.02,5
105/12/13,34000,58280,1.72,1.74,1.71,1.72,0.02,5
105/12/14,86000,145400,1.74,1.74,1.68,1.69,-0.03,10
105/12/15,84000,143580,1.70,1.72,1.70,1.71,0.02,6
105/12/16,40000,67480,1.69,1.70,1.68,1.68,-0.03,7
105/12/19,61000,98960,1.64,1.64,1.61,1.61,-0.07,7
105/12/20,33000,53150,1.61,1.63,1.61,1.61,,4
105/12/21,11000,17730,1.61,1.63,1.61,1.63,0.02,2
105/12/22,37000,58930,1.60,1.60,1.59,1.59,-0.04,4
105/12/23,17000,26690,1.57,1.57,1.57,1.57,-0.02,2
105/12/26,40000,63280,1.58,1.59,1.58,1.59,0.02,6
105/12/27,0,0,--,--,--,--,,0
105/12/28,3000,4770,1.59,1.59,1.59,1.59,X,1
105/12/29,3000,4770,1.59,1.59,1.59,1.59,,1
105/12/30,8000,12900,1.63,1.63,1.61,1.61,0.02,2
106/01/03,1000,1630,1.63,1.63,1.63,1.63,0.02,1
106/01/04,5000,8100,1.62,1.62,1.62,1.62,-0.01,1
106/01/05,20000,32730,1.63,1.64,1.63,1.64,0.02,5
106/01/06,15000,24820,1.65,1.66,1.65,1.66,0.02,3
106/01/09,6000,9970,1.67,1.67,1.66,1.66,,3
106/01/10,15000,24750,1.65,1.65,1.65,1.65,-0.01,1
106/01/11,8000,13210,1.65,1.66,1.65,1.66,0.01,3
106/01/12,42000,70530,1.66,1.69,1.66,1.68,0.02,10
106/01/13,56000,94020,1.67,1.68,1.67,1.68,,2
106/01/16,69000,114260,1.64,1.67,1.64,1.67,-0.01,6
106/01/17,6000,10020,1.67,1.67,1.67,1.67,,1
106/01/18,13000,21610,1.66,1.67,1.66,1.66,-0.01,3
106/01/19,41000,66970,1.64,1.64,1.63,1.63,-0.03,4
106/01/20,18000,29530,1.64,1.65,1.64,1.65,0.02,9
106/01/23,31000,51800,1.65,1.70,1.65,1.70,0.05,7
106/01/24,71000,120710,1.70,1.71,1.70,1.70,,4
106/02/02,44000,74960,1.71,1.72,1.69,1.71,0.01,16
106/02/03,36000,60480,1.69,1.69,1.67,1.67,-0.04,4
106/02/06,63000,106550,1.68,1.72,1.68,1.69,0.02,8
106/02/07,38000,64920,1.70,1.71,1.70,1.71,0.02,4
106/02/08,12000,20700,1.72,1.73,1.72,1.73,0.02,2
106/02/09,118000,207500,1.74,1.76,1.74,1.76,0.03,4
106/02/10,124000,226480,1.79,1.84,1.79,1.84,0.08,10
106/02/13,20000,36900,1.84,1.85,1.84,1.85,0.01,4
106/02/14,10000,18300,1.83,1.83,1.83,1.83,-0.02,2
106/02/15,21000,38800,1.84,1.85,1.84,1.85,0.02,3
106/02/16,50000,93000,1.86,1.86,1.86,1.86,0.01,2
106/02/17,0,0,--,--,--,--,,0
106/02/18,26000,48620,1.87,1.87,1.87,1.87,X,3
106/02/20,0,0,--,--,--,--,,0
106/02/21,100000,183000,1.83,1.83,1.83,1.83,X,2
106/02/22,106000,187920,1.82,1.82,1.77,1.77,-0.06,2
106/02/23,90000,161400,1.82,1.82,1.76,1.76,-0.01,3
106/02/24,351000,627740,1.79,1.79,1.74,1.74,-0.02,9
106/03/01,0,0,--,--,--,--,,0
106/03/02,5000,8850,1.77,1.77,1.77,1.77,X,1
106/03/03,0,0,--,--,--,--,,0
106/03/06,0,0,--,--,--,--,,0
106/03/07,0,0,--,--,--,--,,0
106/03/08,0,0,--,--,--,--,,0
106/03/09,100000,169000,1.69,1.69,1.69,1.69,X,1
106/03/10,10000,16700,1.67,1.67,1.67,1.67,-0.02,2
106/03/13,0,0,--,--,--,--,,0
106/03/14,20000,34200,1.71,1.71,1.71,1.71,X,1
106/03/15,20000,34200,1.71,1.71,1.71,1.71,,2
106/03/16,4000,6900,1.73,1.73,1.72,1.72,0.01,2
106/03/17,9000,15760,1.76,1.76,1.74,1.74,0.02,4
106/03/20,65000,112800,1.73,1.75,1.73,1.75,0.01,3
106/03/21,39000,68640,1.76,1.76,1.76,1.76,0.01,3
106/03/22,0,0,--,--,--,--,,0
106/03/23,0,0,--,--,--,--,,0
106/03/24,101000,178770,1.77,1.77,1.77,1.77,X,2
106/03/27,13000,23010,1.77,1.77,1.77,1.77,,3
106/03/28,145000,255400,1.78,1.78,1.76,1.76,-0.01,8
106/03/29,41000,72200,1.77,1.77,1.76,1.76,,5
106/03/30,768000,1374470,1.77,1.80,1.77,1.79,0.03,35
106/03/31,797000,1427380,1.79,1.80,1.79,1.79,,22
106/04/05,375000,667500,1.78,1.78,1.78,1.78,-0.01,7
106/04/06,85000,151800,1.78,1.80,1.78,1.80,0.02,3
106/04/07,10000,17800,1.78,1.78,1.78,1.78,-0.02,1
106/04/10,1000,1800,1.80,1.80,1.80,1.80,0.02,1
106/04/11,120000,211200,1.76,1.76,1.76,1.76,-0.04,3
