105/08/24,80000,29180,0.36,0.37,0.36,0.37,+0.01,3
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,290000,107300,0.37,0.37,0.37,0.37,+0.03,6
105/08/31,139000,50120,0.37,0.37,0.36,0.36,-0.01,2
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,57000,19950,0.35,0.35,0.35,0.35,0.00,1
105/09/10,57000,18240,0.32,0.32,0.32,0.32,-0.03,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,990000,292050,0.30,0.30,0.29,0.29,-0.01,10
105/09/26,0,0,---,---,---,---,---,0
105/09/29,149000,40230,0.27,0.27,0.27,0.27,-0.02,2
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,397000,74450,0.20,0.20,0.18,0.18,-0.04,4
105/10/17,2000,300,0.15,0.15,0.15,0.15,-0.03,1
