105/08/24,406000,220890,0.54,0.59,0.54,0.59,+0.08,13
105/08/25,386000,207700,0.54,0.54,0.53,0.53,-0.06,8
105/08/26,122000,69540,0.57,0.57,0.57,0.57,+0.04,2
105/08/29,50000,26100,0.53,0.53,0.52,0.52,-0.05,3
105/08/30,564000,311000,0.54,0.56,0.54,0.56,+0.04,6
105/08/31,594000,286190,0.50,0.50,0.47,0.50,-0.06,13
105/09/01,431000,217440,0.47,0.52,0.47,0.49,-0.01,5
105/09/02,363000,160270,0.46,0.46,0.35,0.35,-0.14,11
105/09/05,27000,10060,0.37,0.38,0.37,0.38,+0.03,3
105/09/06,0,0,---,---,---,---,---,0
105/09/07,374000,127740,0.28,0.36,0.28,0.36,-0.01,5
105/09/08,492000,203780,0.41,0.42,0.41,0.42,+0.06,3
105/09/09,220000,83600,0.38,0.38,0.38,0.38,-0.04,3
105/09/10,102000,35580,0.34,0.35,0.34,0.35,-0.03,2
105/09/12,8000,2880,0.36,0.36,0.36,0.36,+0.01,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,30000,9300,0.31,0.31,0.31,0.31,-0.01,1
105/09/19,1000,300,0.30,0.30,0.30,0.30,-0.01,1
105/09/20,180000,45900,0.27,0.27,0.25,0.25,-0.05,4
105/09/21,60000,16800,0.28,0.28,0.28,0.28,+0.03,1
105/09/22,100000,32000,0.32,0.32,0.32,0.32,+0.04,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,34000,9860,0.29,0.29,0.29,0.29,+0.03,1
105/10/04,50000,18900,0.36,0.40,0.36,0.40,+0.11,3
105/10/05,34000,12580,0.37,0.37,0.37,0.37,-0.03,1
105/10/06,255000,106800,0.38,0.46,0.38,0.42,+0.05,9
105/10/07,20000,8000,0.40,0.40,0.40,0.40,-0.02,1
105/10/11,722000,299230,0.42,0.43,0.37,0.42,+0.02,5
105/10/12,123000,46740,0.38,0.38,0.38,0.38,-0.04,2
105/10/13,786000,384510,0.48,0.52,0.48,0.52,+0.14,12
105/10/14,85000,38400,0.46,0.46,0.44,0.44,-0.08,4
105/10/17,311000,149600,0.47,0.49,0.47,0.48,+0.04,7
105/10/18,482000,223620,0.46,0.47,0.45,0.45,-0.03,8
105/10/19,230000,99500,0.45,0.45,0.43,0.43,-0.02,5
105/10/20,392000,177410,0.43,0.46,0.43,0.43,0.00,6
105/10/21,642000,252810,0.41,0.41,0.37,0.38,-0.05,12
105/10/24,0,0,---,---,---,---,---,0
105/10/25,140000,47600,0.34,0.34,0.34,0.34,-0.02,2
105/10/26,260000,96250,0.36,0.38,0.36,0.37,+0.03,10
105/10/27,70000,25900,0.37,0.37,0.37,0.37,0.00,1
105/10/28,20000,6200,0.31,0.31,0.31,0.31,-0.06,1
105/10/31,25000,7500,0.30,0.30,0.30,0.30,-0.01,2
105/11/01,0,0,---,---,---,---,---,0
105/11/02,123000,30250,0.25,0.25,0.21,0.21,-0.06,4
105/11/03,121000,22770,0.19,0.19,0.17,0.18,-0.03,3
105/11/04,2000,320,0.15,0.17,0.15,0.17,-0.01,2
105/11/07,10000,1400,0.14,0.14,0.14,0.14,-0.03,1
105/11/08,100000,14000,0.14,0.14,0.14,0.14,0.00,1
105/11/09,231000,28980,0.13,0.13,0.08,0.08,-0.06,3
105/11/10,161000,15800,0.10,0.10,0.09,0.10,+0.02,4
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,30000,2100,0.07,0.07,0.07,0.07,0.00,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,100000,8000,0.08,0.08,0.08,0.08,+0.01,1
105/11/24,1000,90,0.09,0.09,0.09,0.09,+0.01,1
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
