105/10/27,14000,10540,0.75,0.77,0.75,0.77,-0.16,3
105/10/28,52000,38940,0.75,0.75,0.72,0.72,-0.05,2
105/10/31,240000,175200,0.73,0.73,0.73,0.73,+0.01,2
105/11/01,200000,144000,0.72,0.72,0.72,0.72,-0.01,1
105/11/02,104000,61370,0.59,0.60,0.59,0.60,-0.12,3
105/11/03,264000,129880,0.48,0.50,0.46,0.46,-0.14,4
105/11/04,685000,341770,0.45,0.53,0.45,0.51,+0.05,9
105/11/07,703000,377810,0.54,0.55,0.52,0.54,+0.03,13
105/11/08,148000,79920,0.54,0.54,0.54,0.54,0.00,1
105/11/09,802000,272640,0.32,0.34,0.32,0.34,-0.20,7
105/11/10,1000,460,0.46,0.46,0.46,0.46,+0.12,1
105/11/11,30000,12000,0.40,0.40,0.40,0.40,-0.06,1
105/11/14,831000,306570,0.37,0.37,0.34,0.34,-0.06,3
105/11/15,230000,91200,0.39,0.44,0.39,0.44,+0.10,2
105/11/16,200000,90000,0.45,0.45,0.45,0.45,+0.01,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,120000,37000,0.31,0.31,0.30,0.30,-0.05,2
105/12/01,0,0,---,---,---,---,---,0
105/12/02,20000,5800,0.29,0.29,0.29,0.29,-0.01,1
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
