105/08/24,400000,289290,0.71,0.74,0.71,0.71,-0.04,9
105/08/25,400000,289020,0.68,0.74,0.68,0.74,+0.03,8
105/08/26,200000,149030,0.73,0.75,0.72,0.72,-0.02,4
105/08/29,0,0,---,---,---,---,---,0
105/08/30,597000,462730,0.76,0.81,0.76,0.79,+0.07,7
105/08/31,587000,435460,0.75,0.75,0.74,0.74,-0.05,10
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,219000,149910,0.68,0.69,0.68,0.69,-0.01,2
105/09/06,150000,99000,0.66,0.66,0.66,0.66,-0.03,3
105/09/07,164000,118080,0.72,0.72,0.72,0.72,+0.06,1
105/09/08,233000,172420,0.74,0.74,0.74,0.74,+0.02,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,10000,6500,0.65,0.65,0.65,0.65,-0.08,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,179000,119930,0.67,0.67,0.67,0.67,0.00,1
105/09/23,179000,120730,0.70,0.70,0.67,0.67,0.00,5
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
