105/08/24,130000,49400,0.38,0.38,0.38,0.38,-0.02,2
105/08/25,0,0,---,---,---,---,---,0
105/08/26,200000,90000,0.44,0.46,0.44,0.46,+0.04,2
105/08/29,200000,88000,0.44,0.44,0.44,0.44,-0.02,1
105/08/30,23000,9890,0.43,0.43,0.43,0.43,-0.01,1
105/08/31,23000,9660,0.42,0.42,0.42,0.42,-0.01,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,400000,114000,0.35,0.35,0.26,0.26,-0.16,4
105/09/05,0,0,---,---,---,---,---,0
105/09/06,300000,80000,0.27,0.27,0.26,0.27,-0.01,3
105/09/07,0,0,---,---,---,---,---,0
105/09/08,1205000,458080,0.35,0.42,0.35,0.42,+0.09,6
105/09/09,200000,84000,0.41,0.43,0.41,0.43,+0.01,2
105/09/10,200000,72000,0.36,0.36,0.36,0.36,-0.07,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,5000,1500,0.30,0.30,0.30,0.30,0.00,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,100000,32000,0.32,0.32,0.32,0.32,+0.02,1
105/09/23,100000,32000,0.32,0.32,0.32,0.32,0.00,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,70000,20300,0.29,0.29,0.29,0.29,+0.01,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,100000,34000,0.34,0.34,0.34,0.34,0.00,1
105/10/05,100000,31000,0.31,0.31,0.31,0.31,-0.03,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,86000,30100,0.35,0.35,0.35,0.35,+0.03,1
105/10/11,86000,24940,0.29,0.29,0.29,0.29,-0.06,1
105/10/12,100000,28000,0.28,0.28,0.28,0.28,-0.01,1
105/10/13,210000,65500,0.31,0.35,0.31,0.35,+0.07,3
105/10/14,100000,33000,0.33,0.33,0.33,0.33,-0.02,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
