105/08/24,200000,71660,0.36,0.36,0.35,0.35,-0.02,4
105/08/25,153000,56560,0.35,0.37,0.35,0.37,+0.02,7
105/08/26,688000,291350,0.39,0.44,0.39,0.43,+0.06,13
105/08/29,980000,428360,0.42,0.47,0.41,0.46,+0.03,17
105/08/30,401000,174200,0.43,0.44,0.42,0.43,-0.03,7
105/08/31,36000,14160,0.41,0.41,0.39,0.39,-0.04,2
105/09/01,650000,289820,0.42,0.48,0.42,0.48,+0.09,16
105/09/02,803000,369710,0.46,0.47,0.44,0.45,-0.03,14
105/09/05,336000,150040,0.44,0.46,0.44,0.46,+0.01,7
105/09/06,1533000,743210,0.46,0.51,0.46,0.50,+0.04,20
105/09/07,1798000,897800,0.49,0.51,0.48,0.51,+0.01,32
105/09/08,597000,288380,0.49,0.49,0.48,0.48,-0.03,13
105/09/09,247000,122020,0.49,0.50,0.48,0.50,+0.02,4
105/09/10,211000,96070,0.46,0.46,0.43,0.43,-0.07,6
105/09/12,554000,237820,0.43,0.43,0.42,0.42,-0.01,8
105/09/13,701000,284810,0.43,0.43,0.36,0.37,-0.05,13
105/09/14,0,0,---,---,---,---,---,0
105/09/19,125000,47500,0.38,0.38,0.38,0.38,+0.01,3
105/09/20,912000,390560,0.41,0.44,0.41,0.43,+0.05,18
105/09/21,768000,318300,0.41,0.42,0.41,0.41,-0.02,12
105/09/22,25000,10100,0.41,0.41,0.40,0.40,-0.01,3
105/09/23,198000,81140,0.40,0.42,0.40,0.42,+0.02,5
105/09/26,200000,84020,0.42,0.43,0.42,0.42,0.00,3
105/09/29,412000,182200,0.44,0.46,0.42,0.46,+0.04,8
105/09/30,370000,162160,0.43,0.44,0.43,0.44,-0.02,9
105/10/03,1532000,719880,0.44,0.49,0.44,0.46,+0.02,24
105/10/04,1053000,449570,0.42,0.44,0.41,0.41,-0.05,23
105/10/05,441000,187480,0.43,0.43,0.40,0.40,-0.01,4
105/10/06,526000,206030,0.40,0.40,0.37,0.37,-0.03,6
105/10/07,115000,48300,0.42,0.42,0.42,0.42,+0.05,6
105/10/11,1500000,607060,0.39,0.45,0.35,0.35,-0.07,29
105/10/12,831000,274900,0.33,0.34,0.32,0.33,-0.02,17
105/10/13,215000,60480,0.31,0.31,0.28,0.28,-0.05,5
105/10/14,423000,99300,0.25,0.25,0.22,0.22,-0.06,4
105/10/17,205000,45100,0.22,0.22,0.22,0.22,0.00,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,763000,110980,0.16,0.16,0.14,0.14,-0.07,6
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,5000,100,0.02,0.02,0.02,0.02,-0.01,1
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,424000,4240,0.01,0.01,0.01,0.01,-0.01,3
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,36000,360,0.01,0.01,0.01,0.01,0.00,2
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,10000,100,0.01,0.01,0.01,0.01,0.00,1
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
