105/10/03,17000,14960,0.88,0.88,0.88,0.88,-0.18,2
105/10/04,21000,17540,0.84,0.84,0.81,0.81,-0.07,3
105/10/05,2000,1580,0.79,0.79,0.79,0.79,-0.02,1
105/10/06,2000,1600,0.80,0.80,0.80,0.80,+0.01,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,1000,680,0.68,0.68,0.68,0.68,-0.04,1
105/10/13,7000,4550,0.65,0.65,0.65,0.65,-0.03,1
105/10/14,1000,590,0.59,0.59,0.59,0.59,-0.06,1
105/10/17,507000,299130,0.59,0.59,0.59,0.59,0.00,4
105/10/18,507000,299130,0.59,0.59,0.59,0.59,0.00,4
105/10/19,0,0,---,---,---,---,---,0
105/10/20,171000,99150,0.57,0.58,0.57,0.58,+0.01,2
105/10/21,168000,95760,0.57,0.57,0.57,0.57,-0.01,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,168000,94080,0.56,0.56,0.56,0.56,-0.02,2
105/10/27,168000,95760,0.57,0.57,0.57,0.57,+0.01,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,10000,2800,0.28,0.28,0.28,0.28,-0.03,1
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,30000,11100,0.37,0.37,0.37,0.37,+0.05,2
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,30000,10500,0.35,0.35,0.35,0.35,0.00,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,168000,60480,0.36,0.36,0.36,0.36,0.00,1
105/11/23,168000,60480,0.36,0.36,0.36,0.36,0.00,1
105/11/24,469000,174860,0.37,0.38,0.37,0.38,+0.02,3
105/11/25,469000,177620,0.38,0.38,0.37,0.38,0.00,6
105/11/28,108000,38880,0.36,0.36,0.36,0.36,-0.02,1
105/11/29,110000,38500,0.35,0.35,0.35,0.35,-0.01,2
105/11/30,0,0,---,---,---,---,---,0
105/12/01,115000,42600,0.36,0.38,0.36,0.38,+0.03,4
105/12/02,108000,38880,0.36,0.36,0.36,0.36,-0.02,1
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,11000,3630,0.33,0.33,0.33,0.33,0.00,3
105/12/13,0,0,---,---,---,---,---,0
105/12/14,100000,29000,0.29,0.29,0.29,0.29,-0.03,1
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,100000,23000,0.23,0.23,0.23,0.23,-0.02,1
105/12/20,6000,1380,0.23,0.23,0.23,0.23,0.00,1
105/12/21,0,0,---,---,---,---,---,0
105/12/22,108000,25920,0.24,0.24,0.24,0.24,+0.01,1
105/12/23,108000,23760,0.22,0.22,0.22,0.22,-0.02,1
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,100000,21000,0.21,0.21,0.21,0.21,0.00,1
106/01/05,0,0,---,---,---,---,---,0
106/01/06,0,0,---,---,---,---,---,0
106/01/09,25000,6470,0.26,0.26,0.25,0.25,+0.01,3
106/01/10,0,0,---,---,---,---,---,0
106/01/11,5000,1100,0.22,0.22,0.22,0.22,-0.01,1
106/01/12,0,0,---,---,---,---,---,0
106/01/13,0,0,---,---,---,---,---,0
106/01/16,0,0,---,---,---,---,---,0
106/01/17,0,0,---,---,---,---,---,0
106/01/18,0,0,---,---,---,---,---,0
106/01/19,0,0,---,---,---,---,---,0
106/01/20,0,0,---,---,---,---,---,0
106/01/23,0,0,---,---,---,---,---,0
106/01/24,0,0,---,---,---,---,---,0
106/02/02,100000,15000,0.15,0.15,0.15,0.15,-0.04,1
