105/08/24,13030,428334,33.00,33.00,32.45,32.90,-0.70,16
105/08/25,13001,398780,30.95,30.95,30.45,30.70,,13
105/08/26,9000,274000,30.50,30.60,30.40,30.40,-0.30,6
105/08/29,9707,295963,30.50,30.50,30.40,30.50,+0.10,8
105/08/30,2000,61000,30.50,30.50,30.50,30.50,0.00,2
105/08/31,1000,30500,30.50,30.50,30.50,30.50,0.00,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,4014,120413,30.00,30.00,30.00,30.00,-0.50,3
105/09/05,53000,1590000,30.00,30.00,30.00,30.00,0.00,28
105/09/06,11100,333000,30.00,30.00,30.00,30.00,0.00,6
105/09/07,32000,960000,30.00,30.00,30.00,30.00,0.00,15
105/09/08,9000,270000,30.00,30.00,30.00,30.00,0.00,3
105/09/09,17000,510000,30.00,30.00,30.00,30.00,0.00,6
105/09/10,26000,779950,29.95,30.00,29.95,30.00,0.00,6
105/09/12,0,0,---,---,---,---,---,0
105/09/13,2000,60000,30.00,30.00,30.00,30.00,0.00,2
105/09/14,0,0,---,---,---,---,---,0
105/09/19,3000,90000,30.00,30.00,30.00,30.00,0.00,2
105/09/20,3110,93299,29.95,30.00,29.95,30.00,0.00,3
105/09/21,1000,30000,30.00,30.00,30.00,30.00,0.00,1
105/09/22,113,3333,---,---,---,---,---,2
105/09/23,0,0,---,---,---,---,---,0
105/09/26,2000,59200,29.60,29.60,29.60,29.60,-0.30,2
105/09/29,3000,88650,29.60,29.60,29.50,29.50,-0.10,3
105/09/30,13000,383400,29.50,29.50,29.40,29.50,0.00,4
105/10/03,14000,413000,29.50,29.50,29.50,29.50,0.00,10
105/10/04,16030,466076,29.30,29.30,28.65,29.20,-0.30,13
105/10/05,6461,188592,29.00,29.50,29.00,29.50,+0.30,7
105/10/06,1007,29703,29.50,29.50,29.50,29.50,0.00,2
105/10/07,53,1563,---,---,---,---,---,1
105/10/11,11240,325510,29.10,29.10,28.80,28.80,-0.60,10
105/10/12,7500,212549,28.20,28.60,28.10,28.60,-0.20,10
105/10/13,8432,239710,28.50,28.50,28.20,28.50,-0.10,12
105/10/14,7200,204730,28.45,28.45,28.40,28.40,-0.10,6
105/10/17,3450,97890,28.40,28.40,28.40,28.40,0.00,5
105/10/18,7542,214084,28.40,28.40,28.40,28.40,0.00,7
105/10/19,1000,28400,28.40,28.40,28.40,28.40,0.00,1
105/10/20,686,19481,---,---,---,---,---,2
105/10/21,1293,37050,28.70,28.70,28.70,28.70,+0.10,2
105/10/24,4842,140587,29.10,29.15,29.10,29.15,+0.45,7
105/10/25,4253,124511,29.40,29.40,29.00,29.00,-0.15,5
105/10/26,1000,29300,29.30,29.30,29.30,29.30,+0.30,1
105/10/27,8,229,---,---,---,---,---,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,1358,39274,29.00,29.00,29.00,29.00,-0.30,3
105/11/01,4000,119350,29.85,29.85,29.80,29.85,+0.85,4
105/11/02,1425,41396,29.05,29.05,29.05,29.05,-0.80,2
105/11/03,1047,30513,29.15,29.15,29.15,29.15,+0.10,2
105/11/04,2620,76005,29.20,29.20,29.20,29.20,+0.05,7
105/11/07,3100,90584,29.10,29.35,29.10,29.35,+0.15,6
105/11/08,1318,38444,29.35,29.35,29.35,29.35,0.00,3
105/11/09,1000,29850,29.85,29.85,29.85,29.85,+0.50,1
105/11/10,485,13822,---,---,---,---,---,1
105/11/11,1000,29500,29.50,29.50,29.50,29.50,-0.20,1
105/11/14,1048,30916,29.50,29.50,29.50,29.50,0.00,2
105/11/15,3000,87900,29.50,29.50,29.20,29.20,-0.30,2
105/11/16,0,0,---,---,---,---,---,0
105/11/17,100,2920,---,---,---,---,---,1
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,75574,2127099,28.00,28.55,28.00,28.30,-0.90,35
105/11/23,6000,169200,28.15,28.25,28.15,28.25,-0.05,5
105/11/24,5014,142096,28.35,28.35,28.30,28.30,+0.05,6
105/11/25,23000,654750,28.30,28.90,28.30,28.90,+0.60,21
105/11/28,1000,28850,28.85,28.85,28.85,28.85,-0.05,1
105/11/29,100,2885,---,---,---,---,---,1
105/11/30,3000,85500,28.50,28.50,28.50,28.50,-0.35,3
105/12/01,0,0,---,---,---,---,---,0
105/12/02,76565,2126333,27.55,28.30,27.55,28.10,-0.40,51
105/12/05,12569,351347,28.10,28.10,27.70,28.10,0.00,9
105/12/06,2001,56228,28.10,28.10,28.10,28.10,0.00,3
105/12/07,0,0,---,---,---,---,---,0
