105/08/24,13000,6890,0.53,0.53,0.53,0.53,-0.01,1
105/08/25,141000,83340,0.56,0.62,0.56,0.60,+0.07,5
105/08/26,98000,57820,0.59,0.59,0.59,0.59,-0.01,3
105/08/29,0,0,---,---,---,---,---,0
105/08/30,475000,283910,0.59,0.60,0.59,0.60,+0.02,7
105/08/31,344000,218130,0.65,0.65,0.62,0.65,+0.05,8
105/09/01,121000,82770,0.68,0.69,0.68,0.69,+0.04,2
105/09/02,72000,43920,0.61,0.61,0.61,0.61,-0.08,2
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,264000,133900,0.51,0.54,0.49,0.49,-0.02,6
105/09/08,360000,200980,0.53,0.58,0.53,0.58,+0.09,11
105/09/09,326000,175080,0.52,0.54,0.52,0.54,-0.04,4
105/09/10,79000,40290,0.51,0.51,0.51,0.51,-0.03,1
105/09/12,80000,39200,0.49,0.49,0.49,0.49,-0.02,1
105/09/13,79000,34760,0.44,0.44,0.44,0.44,-0.05,1
105/09/14,99000,42570,0.43,0.43,0.43,0.43,-0.01,2
105/09/19,129000,59340,0.46,0.46,0.46,0.46,+0.03,4
105/09/20,60000,30700,0.50,0.52,0.50,0.52,+0.06,3
105/09/21,205000,128340,0.61,0.66,0.61,0.66,+0.14,6
105/09/22,135000,95720,0.70,0.71,0.70,0.71,+0.05,4
105/09/23,44000,30360,0.69,0.69,0.69,0.69,-0.02,1
105/09/26,44000,31680,0.72,0.72,0.72,0.72,+0.03,1
105/09/29,298000,222220,0.74,0.77,0.74,0.77,+0.05,6
105/09/30,218000,151600,0.70,0.70,0.69,0.69,-0.08,4
105/10/03,781000,597910,0.76,0.78,0.76,0.77,+0.08,9
105/10/04,311000,236180,0.79,0.79,0.75,0.75,-0.02,3
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,99000,59400,0.60,0.60,0.60,0.60,-0.06,2
105/10/11,99000,41580,0.42,0.42,0.42,0.42,-0.18,2
105/10/12,0,0,---,---,---,---,---,0
105/10/13,100000,41000,0.41,0.41,0.41,0.41,-0.05,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,10000,3700,0.37,0.37,0.37,0.37,+0.03,1
105/10/25,20000,8000,0.40,0.40,0.40,0.40,+0.03,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,150000,28500,0.19,0.19,0.19,0.19,-0.04,3
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
