105/08/24,358000,397460,1.10,1.12,1.08,1.08,+0.09,23
105/08/25,195000,204040,1.05,1.08,1.04,1.05,-0.03,16
105/08/26,19000,19520,1.05,1.05,1.02,1.03,-0.02,4
105/08/29,18000,16750,0.94,0.94,0.92,0.93,-0.10,4
105/08/30,2000,1860,0.93,0.93,0.93,0.93,0.00,1
105/08/31,14000,12180,0.87,0.87,0.87,0.87,-0.06,1
105/09/01,276000,255500,0.90,0.94,0.90,0.94,+0.07,9
105/09/02,303000,260880,0.87,0.87,0.81,0.81,-0.13,18
105/09/05,114000,86750,0.81,0.81,0.71,0.76,-0.05,17
105/09/06,379000,336740,0.82,0.93,0.82,0.92,+0.16,18
105/09/07,376000,327140,0.86,0.88,0.85,0.88,-0.04,19
105/09/08,177000,153140,0.86,0.91,0.86,0.91,+0.03,4
105/09/09,47000,40310,0.86,0.89,0.84,0.84,-0.07,8
105/09/10,77000,49020,0.66,0.68,0.61,0.61,-0.23,4
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,20000,7050,0.36,0.36,0.35,0.35,-0.10,4
105/09/19,15000,4800,0.32,0.32,0.32,0.32,-0.03,1
105/09/20,10000,2300,0.24,0.24,0.22,0.22,-0.10,2
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,22000,3100,0.13,0.20,0.13,0.20,+0.01,3
105/09/26,12000,2040,0.17,0.17,0.17,0.17,-0.03,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,40000,7600,0.19,0.19,0.19,0.19,+0.02,1
105/10/03,10000,2000,0.20,0.20,0.20,0.20,+0.01,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,5000,900,0.18,0.18,0.18,0.18,-0.03,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,5000,1200,0.24,0.24,0.24,0.24,+0.05,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
