105/08/24,43000,36720,0.85,0.87,0.83,0.83,+0.07,23
105/08/25,46000,36600,0.79,0.83,0.79,0.80,-0.03,12
105/08/26,17000,13210,0.80,0.80,0.77,0.77,-0.03,3
105/08/29,134000,91300,0.69,0.69,0.68,0.68,-0.09,6
105/08/30,4000,2790,0.68,0.71,0.68,0.71,+0.03,4
105/08/31,22000,13690,0.62,0.63,0.62,0.63,-0.08,2
105/09/01,9000,6120,0.67,0.69,0.67,0.69,+0.06,6
105/09/02,9000,5490,0.61,0.61,0.61,0.61,-0.08,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,602000,353590,0.57,0.67,0.57,0.67,+0.15,6
105/09/07,597000,352230,0.59,0.59,0.59,0.59,-0.08,3
105/09/08,18000,11660,0.59,0.67,0.59,0.67,+0.08,2
105/09/09,13000,7670,0.59,0.59,0.59,0.59,-0.08,1
105/09/10,28000,11480,0.41,0.41,0.41,0.41,-0.18,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
