105/08/24,136000,105040,0.77,0.79,0.75,0.76,+0.07,23
105/08/25,78000,56780,0.72,0.75,0.72,0.73,-0.03,14
105/08/26,17000,12020,0.73,0.73,0.70,0.70,-0.03,3
105/08/29,6000,3720,0.62,0.62,0.62,0.62,-0.08,1
105/08/30,0,0,---,---,---,---,---,0
105/08/31,90000,50400,0.56,0.56,0.56,0.56,-0.06,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,10000,5300,0.53,0.53,0.53,0.53,-0.09,1
105/09/05,20000,9600,0.48,0.48,0.48,0.48,-0.05,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,10000,5400,0.54,0.54,0.54,0.54,-0.03,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,10000,3000,0.30,0.30,0.30,0.30,-0.05,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,880000,48720,0.06,0.06,0.05,0.06,-0.01,21
105/09/26,1511000,97890,0.08,0.08,0.06,0.07,+0.01,24
105/09/29,50000,3000,0.06,0.06,0.06,0.06,-0.01,2
105/09/30,200000,14000,0.06,0.09,0.06,0.07,+0.01,4
105/10/03,10000,700,0.07,0.07,0.07,0.07,0.00,1
105/10/04,600000,48000,0.08,0.08,0.08,0.08,+0.01,5
105/10/05,0,0,---,---,---,---,---,0
105/10/06,50000,3500,0.07,0.07,0.07,0.07,-0.01,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,33000,1320,0.04,0.04,0.04,0.04,-0.03,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
