105/08/24,0,0,--,--,--,--,,0
105/08/25,0,0,--,--,--,--,,0
105/08/26,0,0,--,--,--,--,,0
105/08/29,0,0,--,--,--,--,,0
105/08/30,0,0,--,--,--,--,,0
105/08/31,1000,7750,7.75,7.75,7.75,7.75,X,1
105/09/01,0,0,--,--,--,--,,0
105/09/02,10000,78000,7.80,7.80,7.80,7.80,X,1
105/09/05,0,0,--,--,--,--,,0
105/09/06,0,0,--,--,--,--,,0
105/09/07,0,0,--,--,--,--,,0
105/09/08,0,0,--,--,--,--,,0
105/09/09,1000,7700,7.70,7.70,7.70,7.70,X,1
105/09/10,0,0,--,--,--,--,,0
105/09/12,2000,15100,7.55,7.55,7.55,7.55,X,2
105/09/13,15000,113250,7.55,7.55,7.55,7.55,,2
105/09/14,1000,7500,7.50,7.50,7.50,7.50,-0.05,1
105/09/19,20000,154000,7.70,7.70,7.70,7.70,0.20,2
105/09/20,0,0,--,--,--,--,,0
105/09/21,0,0,--,--,--,--,,0
105/09/22,0,0,--,--,--,--,,0
105/09/23,2000,16000,8.00,8.00,8.00,8.00,X,2
105/09/26,0,0,--,--,--,--,,0
105/09/29,10000,80500,8.05,8.05,8.05,8.05,X,1
105/09/30,0,0,--,--,--,--,,0
105/10/03,15000,122250,8.15,8.15,8.15,8.15,X,2
105/10/04,0,0,--,--,--,--,,0
105/10/05,3000,25050,8.35,8.35,8.35,8.35,X,2
105/10/06,22000,177400,8.15,8.15,8.05,8.05,-0.30,7
105/10/07,0,0,--,--,--,--,,0
105/10/11,0,0,--,--,--,--,,0
105/10/12,0,0,--,--,--,--,,0
105/10/13,0,0,--,--,--,--,,0
105/10/14,2000,15800,7.90,7.90,7.90,7.90,X,1
105/10/17,10000,77750,7.80,7.80,7.75,7.75,-0.15,2
105/10/18,10000,79500,7.95,7.95,7.95,7.95,0.20,1
105/10/19,0,0,--,--,--,--,,0
105/10/20,0,0,--,--,--,--,,0
105/10/21,0,0,--,--,--,--,,0
105/10/24,10000,78000,7.80,7.80,7.80,7.80,X,1
105/10/25,4000,31400,7.85,7.85,7.85,7.85,0.05,1
105/10/26,0,0,--,--,--,--,,0
105/10/27,5000,38700,7.80,7.80,7.70,7.70,X,3
105/10/28,5000,38750,7.75,7.75,7.75,7.75,0.05,1
105/10/31,6000,46100,7.60,7.70,7.60,7.70,-0.05,2
105/11/01,2000,15300,7.65,7.65,7.65,7.65,-0.05,1
105/11/02,0,0,--,--,--,--,,0
105/11/03,0,0,--,--,--,--,,0
105/11/04,0,0,--,--,--,--,,0
105/11/07,0,0,--,--,--,--,,0
105/11/08,0,0,--,--,--,--,,0
105/11/09,4000,29500,7.40,7.40,7.35,7.35,X,2
105/11/10,22000,170200,7.65,7.85,7.65,7.85,0.50,5
105/11/11,129000,972750,7.60,7.60,7.50,7.50,-0.35,6
105/11/14,7000,52050,7.45,7.45,7.40,7.45,-0.05,4
105/11/15,16000,120700,7.50,7.55,7.50,7.55,0.10,4
105/11/16,2000,15700,7.85,7.85,7.85,7.85,0.30,1
105/11/17,4000,30600,7.70,7.70,7.60,7.60,-0.25,2
105/11/18,3000,22550,7.50,7.55,7.50,7.55,-0.05,2
105/11/21,2000,15200,7.60,7.60,7.60,7.60,0.05,1
105/11/22,12000,90700,7.60,7.60,7.55,7.55,-0.05,4
105/11/23,23000,158950,6.70,7.05,6.70,6.95,-0.60,10
105/11/24,11000,76500,7.10,7.10,6.85,6.85,-0.10,7
105/11/25,1000,6850,6.85,6.85,6.85,6.85,,1
105/11/28,2000,14000,7.00,7.00,7.00,7.00,0.15,1
105/11/29,3000,21150,7.05,7.05,7.05,7.05,0.05,1
105/11/30,0,0,--,--,--,--,,0
105/12/01,6000,42900,7.10,7.20,7.10,7.20,X,3
105/12/02,5000,35350,7.05,7.10,7.05,7.10,-0.10,3
105/12/05,0,0,--,--,--,--,,0
105/12/06,8000,56500,7.20,7.20,7.00,7.00,X,3
105/12/07,4000,28100,7.05,7.05,7.00,7.00,,2
105/12/08,0,0,--,--,--,--,,0
105/12/09,6000,42500,7.05,7.10,7.05,7.10,X,2
105/12/12,6000,42900,7.15,7.15,7.15,7.15,0.05,2
105/12/13,4000,28800,7.15,7.25,7.15,7.25,0.10,2
105/12/14,4000,29100,7.30,7.30,7.25,7.25,,2
105/12/15,2000,14400,7.20,7.20,7.20,7.20,-0.05,1
105/12/16,0,0,--,--,--,--,,0
105/12/19,3000,21450,7.15,7.15,7.15,7.15,X,1
105/12/20,0,0,--,--,--,--,,0
105/12/21,2000,14400,7.20,7.20,7.20,7.20,X,1
105/12/22,4000,28600,7.15,7.15,7.15,7.15,-0.05,2
105/12/23,1000,7050,7.05,7.05,7.05,7.05,-0.10,1
105/12/26,0,0,--,--,--,--,,0
105/12/27,0,0,--,--,--,--,,0
105/12/28,2000,14300,7.15,7.15,7.15,7.15,X,1
105/12/29,0,0,--,--,--,--,,0
105/12/30,4000,29200,7.30,7.30,7.30,7.30,X,1
106/01/03,6000,44200,7.35,7.40,7.35,7.40,0.10,3
106/01/04,2000,15000,7.50,7.50,7.50,7.50,0.10,1
106/01/05,0,0,--,--,--,--,,0
106/01/06,0,0,--,--,--,--,,0
106/01/09,0,0,--,--,--,--,,0
106/01/10,0,0,--,--,--,--,,0
106/01/11,4000,29600,7.40,7.40,7.40,7.40,X,3
106/01/12,6000,44600,7.45,7.45,7.40,7.40,,4
106/01/13,6000,44700,7.50,7.50,7.40,7.45,0.05,3
106/01/16,4000,30800,7.65,7.75,7.65,7.75,0.30,2
106/01/17,0,0,--,--,--,--,,0
106/01/18,0,0,--,--,--,--,,0
106/01/19,0,0,--,--,--,--,,0
106/01/20,0,0,--,--,--,--,,0
106/01/23,0,0,--,--,--,--,,0
106/01/24,0,0,--,--,--,--,,0
106/02/02,8000,59400,7.50,7.50,7.35,7.35,X,4
106/02/03,0,0,--,--,--,--,,0
106/02/06,2000,15000,7.50,7.50,7.50,7.50,X,1
106/02/07,0,0,--,--,--,--,,0
106/02/08,6000,44350,7.40,7.40,7.35,7.40,X,3
106/02/09,9000,66950,7.45,7.45,7.40,7.40,,3
106/02/10,0,0,--,--,--,--,,0
106/02/13,4000,30300,7.55,7.60,7.55,7.60,X,2
106/02/14,0,0,--,--,--,--,,0
106/02/15,2000,15500,7.75,7.75,7.75,7.75,X,1
