105/09/01,73000,34750,0.49,0.49,0.43,0.43,-0.23,7
105/09/02,897000,332400,0.42,0.42,0.35,0.35,-0.08,23
105/09/05,894000,307170,0.37,0.37,0.33,0.33,-0.02,12
105/09/06,596000,202250,0.35,0.35,0.33,0.34,+0.01,11
105/09/07,350000,116080,0.34,0.34,0.33,0.33,-0.01,7
105/09/08,916000,310380,0.34,0.34,0.32,0.32,-0.01,12
105/09/09,1060000,312100,0.31,0.31,0.28,0.28,-0.04,12
105/09/10,292000,70200,0.25,0.25,0.24,0.25,-0.03,6
105/09/12,171000,41770,0.27,0.27,0.24,0.25,0.00,4
105/09/13,100000,23000,0.23,0.23,0.23,0.23,-0.02,1
105/09/14,376000,84420,0.23,0.23,0.22,0.23,0.00,6
105/09/19,540000,129900,0.25,0.25,0.24,0.24,+0.01,6
105/09/20,642000,161820,0.26,0.26,0.25,0.25,+0.01,11
105/09/21,0,0,---,---,---,---,---,0
105/09/22,58000,13740,0.24,0.24,0.23,0.23,-0.02,3
105/09/23,119000,27370,0.23,0.23,0.23,0.23,0.00,1
105/09/26,86000,18920,0.22,0.22,0.22,0.22,-0.01,3
105/09/29,186000,37860,0.21,0.21,0.20,0.20,-0.02,2
105/09/30,42000,7460,0.18,0.18,0.17,0.17,-0.03,3
105/10/03,0,0,---,---,---,---,---,0
105/10/04,242000,40360,0.16,0.18,0.16,0.18,+0.01,5
105/10/05,3000,550,0.21,0.21,0.17,0.17,-0.01,2
105/10/06,2000,360,0.18,0.18,0.18,0.18,+0.01,1
105/10/07,232000,44060,0.19,0.19,0.18,0.18,0.00,4
105/10/11,117000,18350,0.16,0.17,0.15,0.15,-0.03,5
105/10/12,62000,8080,0.13,0.14,0.13,0.14,-0.01,2
105/10/13,273000,39580,0.16,0.16,0.14,0.14,0.00,7
105/10/14,160000,18920,0.13,0.13,0.11,0.11,-0.03,4
105/10/17,61000,6140,0.12,0.12,0.10,0.11,0.00,3
105/10/18,0,0,---,---,---,---,---,0
105/10/19,232000,25530,0.12,0.12,0.11,0.11,0.00,3
105/10/20,70000,7000,0.10,0.10,0.10,0.10,-0.01,1
105/10/21,103000,11310,0.11,0.11,0.09,0.11,+0.01,3
105/10/24,305000,32650,0.13,0.13,0.09,0.13,+0.02,8
105/10/25,194000,21530,0.10,0.13,0.10,0.13,0.00,4
105/10/26,0,0,---,---,---,---,---,0
105/10/27,158000,14900,0.10,0.10,0.09,0.09,-0.03,4
105/10/28,2000,230,0.12,0.12,0.11,0.11,+0.02,2
105/10/31,100000,9000,0.09,0.09,0.09,0.09,-0.02,4
105/11/01,28000,2520,0.09,0.09,0.09,0.09,0.00,1
105/11/02,306000,15610,0.12,0.12,0.05,0.09,0.00,6
105/11/03,0,0,---,---,---,---,---,0
105/11/04,1000,80,0.08,0.08,0.08,0.08,+0.01,1
105/11/07,9000,730,0.09,0.09,0.08,0.08,0.00,2
105/11/08,2000,160,0.08,0.08,0.08,0.08,0.00,2
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,2000,180,0.09,0.09,0.09,0.09,+0.04,1
105/11/14,169000,8680,0.08,0.08,0.03,0.03,-0.06,6
105/11/15,1000,50,0.05,0.05,0.05,0.05,+0.02,1
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,104000,4150,0.06,0.06,0.02,0.05,0.00,4
105/11/21,254000,12720,0.03,0.08,0.03,0.08,+0.03,10
105/11/22,148000,8960,0.10,0.10,0.04,0.04,-0.04,7
105/11/23,102000,6130,0.07,0.07,0.06,0.06,+0.02,3
105/11/24,7000,350,0.05,0.05,0.05,0.05,-0.01,3
105/11/25,327000,17300,0.06,0.07,0.05,0.05,0.00,8
105/11/28,14000,860,0.06,0.09,0.05,0.05,0.00,5
105/11/29,149000,5990,0.04,0.06,0.04,0.04,-0.01,5
105/11/30,0,0,---,---,---,---,---,0
105/12/01,3000,120,0.03,0.06,0.03,0.06,+0.02,3
105/12/02,0,0,---,---,---,---,---,0
105/12/05,6000,340,0.06,0.06,0.04,0.04,-0.02,2
105/12/06,10000,300,0.03,0.03,0.03,0.03,-0.01,1
105/12/07,11000,330,0.03,0.03,0.03,0.03,0.00,2
105/12/08,1000,30,0.03,0.03,0.03,0.03,0.00,1
105/12/09,1000,30,0.03,0.03,0.03,0.03,0.00,1
105/12/12,0,0,---,---,---,---,---,0
105/12/13,1000,20,0.02,0.02,0.02,0.02,-0.01,1
105/12/14,0,0,---,---,---,---,---,0
105/12/15,1000,30,0.03,0.03,0.03,0.03,+0.01,1
105/12/16,1000,40,0.04,0.04,0.04,0.04,+0.01,1
105/12/19,0,0,---,---,---,---,---,0
105/12/20,1000,30,0.03,0.03,0.03,0.03,-0.01,1
105/12/21,1000,30,0.03,0.03,0.03,0.03,0.00,1
105/12/22,0,0,---,---,---,---,---,0
105/12/23,1000,20,0.02,0.02,0.02,0.02,-0.01,1
105/12/26,1000,20,0.02,0.02,0.02,0.02,0.00,1
