105/08/24,1443000,994250,0.66,0.73,0.66,0.73,+0.03,9
105/08/25,1028000,686570,0.69,0.71,0.65,0.71,-0.02,19
105/08/26,157000,115630,0.71,0.79,0.71,0.79,+0.08,6
105/08/29,110000,80000,0.73,0.73,0.70,0.70,-0.09,2
105/08/30,12000,8120,0.68,0.68,0.66,0.66,-0.04,2
105/08/31,0,0,---,---,---,---,---,0
105/09/01,120000,80600,0.67,0.68,0.67,0.68,+0.03,3
105/09/02,100000,64000,0.64,0.64,0.64,0.64,-0.04,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,20000,10600,0.53,0.53,0.53,0.53,-0.01,1
105/09/07,240000,146600,0.56,0.62,0.56,0.62,+0.09,4
105/09/08,220000,136400,0.62,0.62,0.62,0.62,0.00,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,100000,53000,0.53,0.53,0.53,0.53,0.00,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,10000,3300,0.33,0.33,0.33,0.33,-0.13,1
105/09/19,10000,3400,0.34,0.34,0.34,0.34,+0.01,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,200000,68000,0.34,0.34,0.34,0.34,0.00,1
105/10/06,300000,82000,0.32,0.32,0.25,0.25,-0.09,2
105/10/07,200000,48500,0.25,0.25,0.24,0.24,-0.01,3
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
