105/10/25,7000,4690,0.67,0.67,0.67,0.67,-0.21,1
105/10/26,523000,367400,0.68,0.73,0.68,0.71,+0.04,12
105/10/27,433000,299060,0.70,0.70,0.68,0.69,-0.02,18
105/10/28,34000,23800,0.70,0.70,0.70,0.70,+0.01,2
105/10/31,49000,34300,0.70,0.70,0.70,0.70,0.00,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,61000,37430,0.61,0.63,0.61,0.63,+0.02,3
105/11/04,68000,38620,0.56,0.59,0.56,0.59,-0.04,3
105/11/07,15000,8810,0.61,0.61,0.57,0.57,-0.02,3
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,20000,7000,0.35,0.35,0.35,0.35,-0.01,1
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,38000,17380,0.46,0.46,0.45,0.45,-0.03,3
105/12/16,346000,183590,0.45,0.58,0.45,0.58,+0.13,12
