105/08/24,5000,3230,0.65,0.65,0.64,0.64,-0.04,2
105/08/25,351000,227380,0.63,0.67,0.63,0.65,+0.01,6
105/08/26,320000,206320,0.62,0.66,0.62,0.66,+0.01,5
105/08/29,208000,131750,0.63,0.67,0.62,0.67,+0.01,8
105/08/30,177000,113050,0.62,0.64,0.62,0.64,-0.03,4
105/08/31,51000,31220,0.62,0.62,0.61,0.61,-0.03,3
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,47000,24440,0.52,0.52,0.52,0.52,-0.01,3
105/09/07,538000,291690,0.54,0.57,0.54,0.57,+0.05,4
105/09/08,533000,281160,0.54,0.55,0.51,0.55,-0.02,10
105/09/09,30000,15900,0.53,0.53,0.53,0.53,-0.02,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,4000,2080,0.52,0.52,0.52,0.52,+0.01,1
105/09/14,92000,48760,0.53,0.53,0.53,0.53,+0.01,1
105/09/19,92000,46000,0.50,0.50,0.50,0.50,-0.03,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,337000,182560,0.50,0.69,0.50,0.69,+0.20,3
105/09/23,359000,211250,0.60,0.64,0.58,0.61,-0.08,10
105/09/26,599000,390800,0.61,0.69,0.61,0.66,+0.05,8
105/09/29,747000,461760,0.62,0.62,0.61,0.62,-0.04,8
105/09/30,155000,87800,0.57,0.57,0.56,0.56,-0.06,3
105/10/03,77000,42650,0.58,0.58,0.55,0.55,-0.01,2
105/10/04,67000,34840,0.52,0.52,0.52,0.52,-0.03,1
105/10/05,481000,252100,0.51,0.57,0.51,0.53,+0.01,10
105/10/06,338000,167300,0.49,0.50,0.49,0.50,-0.03,4
105/10/07,0,0,---,---,---,---,---,0
105/10/11,569000,201710,0.36,0.36,0.34,0.34,-0.14,6
105/10/12,174000,50420,0.29,0.29,0.27,0.29,-0.05,3
105/10/13,15000,4300,0.30,0.30,0.28,0.28,-0.01,2
105/10/14,0,0,---,---,---,---,---,0
105/10/17,310000,52700,0.17,0.17,0.17,0.17,-0.03,2
105/10/18,320000,52400,0.16,0.17,0.16,0.17,0.00,4
105/10/19,10000,1900,0.19,0.19,0.19,0.19,+0.02,1
105/10/20,10000,2100,0.21,0.21,0.21,0.21,+0.02,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,5000,1050,0.21,0.21,0.21,0.21,+0.02,1
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,10000,1100,0.11,0.11,0.11,0.11,-0.02,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,5000,450,0.09,0.09,0.09,0.09,+0.01,1
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,30000,2400,0.08,0.08,0.08,0.08,0.00,1
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
