105/08/24,219000,499600,2.23,2.37,2.23,2.28,+0.19,27
105/08/25,161000,353450,2.19,2.27,2.19,2.21,-0.07,17
105/08/26,25000,54000,2.21,2.27,2.14,2.14,-0.07,5
105/08/29,28000,53640,1.88,1.93,1.88,1.93,-0.21,9
105/08/30,5000,9680,1.91,1.97,1.91,1.92,-0.01,3
105/08/31,20000,35400,1.77,1.77,1.77,1.77,-0.15,1
105/09/01,205000,383210,1.83,1.92,1.83,1.92,+0.15,9
105/09/02,239000,407050,1.71,1.74,1.60,1.60,-0.32,16
105/09/05,60000,93060,1.58,1.58,1.38,1.50,-0.10,13
105/09/06,776000,1387470,1.63,1.90,1.63,1.82,+0.32,31
105/09/07,446000,735060,1.71,1.71,1.61,1.70,-0.12,16
105/09/08,379000,630870,1.65,1.87,1.60,1.77,+0.07,25
105/09/09,165000,275520,1.66,1.74,1.61,1.62,-0.15,13
105/09/10,117000,141020,1.24,1.25,1.12,1.12,-0.50,13
105/09/12,82000,86530,1.04,1.11,1.04,1.07,-0.05,7
105/09/13,64000,51980,0.98,0.98,0.70,0.70,-0.37,12
105/09/14,108000,67800,0.67,0.69,0.60,0.60,-0.10,4
105/09/19,50000,26000,0.52,0.52,0.52,0.52,-0.08,1
105/09/20,61000,27750,0.48,0.50,0.33,0.33,-0.19,5
105/09/21,31000,10360,0.32,0.36,0.32,0.36,+0.03,2
105/09/22,31000,9680,0.33,0.33,0.28,0.28,-0.08,2
105/09/23,320000,52300,0.18,0.22,0.14,0.20,-0.08,10
105/09/26,380000,87500,0.24,0.25,0.21,0.24,+0.04,14
105/09/29,361000,76420,0.22,0.25,0.20,0.22,-0.02,14
105/09/30,130000,32700,0.25,0.28,0.24,0.26,+0.04,6
105/10/03,90000,24600,0.26,0.33,0.26,0.27,+0.01,3
105/10/04,280000,80000,0.28,0.30,0.28,0.30,+0.03,5
105/10/05,20000,6200,0.32,0.32,0.30,0.30,0.00,2
105/10/06,0,0,---,---,---,---,---,0
105/10/07,10000,3200,0.32,0.32,0.32,0.32,+0.02,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,10000,2800,0.28,0.28,0.28,0.28,-0.01,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,50000,10000,0.20,0.20,0.20,0.20,-0.04,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,71000,18460,0.26,0.26,0.26,0.26,+0.04,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
