105/09/01,2000,1100,0.55,0.55,0.55,0.55,-0.26,1
105/09/02,185000,72760,0.44,0.44,0.38,0.39,-0.16,8
105/09/05,236000,85940,0.39,0.39,0.36,0.36,-0.03,6
105/09/06,3000,1020,0.34,0.34,0.34,0.34,-0.02,1
105/09/07,145000,50750,0.35,0.35,0.35,0.35,+0.01,2
105/09/08,145000,47850,0.33,0.33,0.33,0.33,-0.02,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,50000,11000,0.22,0.22,0.22,0.22,-0.06,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,10000,2200,0.22,0.22,0.22,0.22,-0.02,1
105/09/22,18000,3780,0.21,0.21,0.21,0.21,-0.01,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,70000,9800,0.14,0.14,0.14,0.14,0.00,1
105/10/06,70000,9100,0.13,0.13,0.13,0.13,-0.01,1
105/10/07,310000,46500,0.15,0.15,0.15,0.15,+0.02,6
105/10/11,150000,18000,0.12,0.12,0.12,0.12,-0.03,3
105/10/12,140000,14000,0.10,0.10,0.10,0.10,-0.02,2
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,119000,8330,0.07,0.07,0.07,0.07,0.00,2
105/10/19,111000,7770,0.07,0.07,0.07,0.07,0.00,2
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,230000,6900,0.03,0.03,0.03,0.03,-0.02,3
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
