105/10/06,41000,28230,0.68,0.69,0.68,0.69,-0.05,3
105/10/07,90000,63900,0.71,0.71,0.71,0.71,+0.02,3
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,5000,2250,0.45,0.45,0.45,0.45,-0.07,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,300000,148000,0.49,0.50,0.49,0.50,0.00,3
105/10/27,120000,59400,0.51,0.51,0.48,0.51,+0.01,12
105/10/28,30000,14700,0.49,0.49,0.49,0.49,-0.02,3
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,20000,7200,0.37,0.37,0.35,0.35,-0.06,2
105/11/10,20000,7600,0.38,0.38,0.38,0.38,+0.03,2
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,10000,3400,0.34,0.34,0.34,0.34,+0.01,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,10000,3600,0.36,0.36,0.36,0.36,+0.02,1
105/11/23,50000,20000,0.40,0.40,0.40,0.40,+0.04,1
105/11/24,50000,18500,0.37,0.37,0.37,0.37,-0.03,5
105/11/25,100000,37000,0.37,0.37,0.37,0.37,0.00,1
105/11/28,100000,37400,0.39,0.39,0.37,0.37,0.00,10
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,809000,323640,0.35,0.47,0.35,0.47,+0.11,16
105/12/06,1860000,865340,0.46,0.51,0.40,0.49,+0.02,84
105/12/07,242000,111590,0.50,0.50,0.44,0.46,-0.03,28
