105/08/24,200000,239700,1.21,1.21,1.19,1.19,-0.04,11
105/08/25,220000,277680,1.16,1.31,1.16,1.27,+0.08,12
105/08/26,280000,331060,1.19,1.20,1.16,1.16,-0.11,9
105/08/29,0,0,---,---,---,---,---,0
105/08/30,24000,26880,1.12,1.12,1.12,1.12,-0.02,2
105/08/31,362000,375180,1.08,1.09,0.99,1.02,-0.10,10
105/09/01,358000,364360,1.02,1.02,1.00,1.00,-0.02,6
105/09/02,0,0,---,---,---,---,---,0
105/09/05,284000,259530,0.91,0.92,0.91,0.92,+0.03,2
105/09/06,354000,345980,0.97,0.99,0.97,0.99,+0.07,10
105/09/07,1114000,1075810,0.93,0.99,0.93,0.96,-0.03,17
105/09/08,935000,817570,0.89,0.90,0.87,0.87,-0.09,18
105/09/09,0,0,---,---,---,---,---,0
105/09/10,1000,700,0.70,0.70,0.70,0.70,-0.08,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,46000,21480,0.46,0.48,0.46,0.48,+0.01,2
105/09/29,46000,20700,0.45,0.45,0.45,0.45,-0.03,2
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,172000,61920,0.36,0.36,0.36,0.36,-0.05,1
105/10/06,172000,41280,0.24,0.24,0.24,0.24,-0.12,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
