105/08/24,90000,61240,0.65,0.69,0.65,0.68,+0.06,4
105/08/25,3000,1800,0.60,0.60,0.60,0.60,-0.08,1
105/08/26,225000,144000,0.64,0.64,0.64,0.64,+0.04,3
105/08/29,343000,244850,0.70,0.77,0.67,0.76,+0.12,12
105/08/30,188000,136720,0.74,0.74,0.72,0.74,-0.02,8
105/08/31,37000,25280,0.67,0.69,0.67,0.69,-0.05,4
105/09/01,0,0,---,---,---,---,---,0
105/09/02,22000,13860,0.63,0.63,0.63,0.63,-0.01,1
105/09/05,30000,18800,0.63,0.64,0.62,0.64,+0.01,4
105/09/06,0,0,---,---,---,---,---,0
105/09/07,425000,338040,0.78,0.82,0.77,0.81,+0.18,15
105/09/08,247000,183940,0.74,0.77,0.73,0.74,-0.07,7
105/09/09,0,0,---,---,---,---,---,0
105/09/10,20000,12400,0.62,0.62,0.62,0.62,-0.07,1
105/09/12,22000,12760,0.58,0.58,0.58,0.58,-0.04,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,212000,83960,0.38,0.47,0.38,0.46,+0.09,14
105/10/04,354000,178740,0.47,0.55,0.46,0.53,+0.07,15
105/10/05,279000,138250,0.50,0.51,0.49,0.49,-0.04,6
105/10/06,188000,92020,0.48,0.49,0.48,0.49,0.00,7
105/10/07,114000,55260,0.49,0.49,0.46,0.46,-0.03,3
105/10/11,43000,16440,0.42,0.42,0.33,0.33,-0.13,2
105/10/12,0,0,---,---,---,---,---,0
105/10/13,100000,25000,0.25,0.25,0.25,0.25,-0.03,1
