105/08/24,890000,1197500,1.29,1.37,1.29,1.32,+0.11,55
105/08/25,1037000,1331480,1.27,1.32,1.26,1.28,-0.04,41
105/08/26,324000,414610,1.30,1.30,1.24,1.25,-0.03,9
105/08/29,207000,233670,1.18,1.18,1.09,1.12,-0.13,18
105/08/30,540000,615710,1.15,1.16,1.09,1.10,-0.02,24
105/08/31,485000,510660,1.07,1.07,1.01,1.05,-0.05,16
105/09/01,487000,541160,1.09,1.13,1.08,1.13,+0.08,16
105/09/02,528000,549330,1.05,1.06,0.94,0.95,-0.18,27
105/09/05,300000,271030,0.95,0.96,0.80,0.88,-0.07,26
105/09/06,1188000,1226410,0.96,1.13,0.96,1.08,+0.20,43
105/09/07,1105000,1126380,1.09,1.09,0.99,1.05,-0.03,31
105/09/08,361000,394380,1.02,1.14,1.02,1.05,0.00,18
105/09/09,227000,225850,1.01,1.05,0.98,0.98,-0.07,13
105/09/10,175000,126740,0.58,0.77,0.58,0.67,-0.31,21
105/09/12,599000,387380,0.62,0.68,0.62,0.64,-0.03,13
105/09/13,399000,266640,0.68,0.68,0.43,0.43,-0.21,5
105/09/14,472000,153160,0.42,0.42,0.28,0.28,-0.15,23
105/09/19,847000,261920,0.34,0.34,0.26,0.31,+0.03,25
105/09/20,1020000,211510,0.27,0.30,0.19,0.20,-0.11,27
105/09/21,1070000,213420,0.18,0.22,0.18,0.21,+0.01,13
105/09/22,648000,89580,0.19,0.19,0.10,0.10,-0.11,10
105/09/23,705000,73700,0.11,0.11,0.10,0.10,0.00,9
105/09/26,1399000,178080,0.18,0.18,0.11,0.14,+0.04,35
105/09/29,240000,28700,0.11,0.12,0.11,0.12,-0.02,4
105/09/30,2784000,381770,0.14,0.17,0.12,0.15,+0.03,58
105/10/03,596000,92160,0.15,0.16,0.15,0.16,+0.01,12
105/10/04,393000,66810,0.17,0.17,0.17,0.17,+0.01,7
105/10/05,1677000,243080,0.18,0.18,0.14,0.15,-0.02,10
105/10/06,510000,84500,0.16,0.17,0.16,0.17,+0.02,7
105/10/07,1009000,151350,0.15,0.15,0.15,0.15,-0.02,7
105/10/11,1186000,192880,0.17,0.17,0.12,0.14,-0.01,10
105/10/12,1812000,261800,0.16,0.16,0.13,0.14,0.00,29
105/10/13,2820000,338650,0.13,0.13,0.12,0.13,-0.01,12
105/10/14,1473000,243030,0.15,0.21,0.15,0.17,+0.04,32
105/10/17,324000,42550,0.14,0.15,0.13,0.15,-0.02,8
105/10/18,565000,87430,0.16,0.16,0.15,0.15,0.00,10
105/10/19,99000,12870,0.13,0.13,0.13,0.13,-0.02,1
105/10/20,180000,17260,0.10,0.11,0.08,0.11,-0.02,5
105/10/21,129000,13590,0.09,0.11,0.09,0.11,0.00,2
105/10/24,100000,12000,0.12,0.12,0.12,0.12,+0.01,1
105/10/25,30000,3600,0.12,0.12,0.12,0.12,0.00,1
105/10/26,125000,15000,0.12,0.12,0.12,0.12,0.00,2
105/10/27,66000,9740,0.15,0.15,0.14,0.14,+0.02,3
105/10/28,5000,600,0.12,0.12,0.12,0.12,-0.02,1
105/10/31,20000,2000,0.10,0.10,0.10,0.10,-0.02,1
105/11/01,232000,20880,0.09,0.09,0.09,0.09,-0.01,3
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,56000,1680,0.03,0.03,0.03,0.03,-0.06,2
105/11/10,0,0,---,---,---,---,---,0
105/11/11,10000,300,0.03,0.03,0.03,0.03,-0.01,1
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,30000,300,0.01,0.01,0.01,0.01,-0.02,1
105/11/24,0,0,---,---,---,---,---,0
