105/08/24,10000,3900,0.39,0.39,0.39,0.39,-0.03,1
105/08/25,10000,4100,0.41,0.41,0.41,0.41,+0.02,1
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,10000,3600,0.36,0.36,0.36,0.36,-0.08,1
105/09/05,10000,4100,0.41,0.41,0.41,0.41,+0.05,1
105/09/06,10000,4200,0.42,0.42,0.42,0.42,+0.01,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,140000,56200,0.41,0.42,0.39,0.42,+0.11,14
105/09/21,140000,58800,0.44,0.44,0.40,0.40,-0.02,3
105/09/22,30000,8200,0.28,0.28,0.26,0.26,-0.14,3
105/09/23,30000,10200,0.34,0.34,0.34,0.34,+0.08,1
