105/10/06,15000,17350,1.16,1.16,1.15,1.15,-0.20,2
105/10/07,5000,5700,1.14,1.14,1.14,1.14,-0.01,1
105/10/11,20000,20600,1.03,1.03,1.03,1.03,-0.11,1
105/10/12,135000,128720,0.95,0.96,0.95,0.96,-0.07,2
105/10/13,135000,133650,0.99,0.99,0.99,0.99,+0.03,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,175000,128620,0.73,0.74,0.73,0.74,+0.03,2
105/10/20,175000,129500,0.74,0.74,0.74,0.74,0.00,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,49000,40430,0.82,0.83,0.82,0.83,+0.09,4
105/10/25,502000,436720,0.83,0.93,0.82,0.85,+0.02,12
105/10/26,453000,389580,0.86,0.86,0.86,0.86,+0.01,6
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,302000,230460,0.74,0.78,0.74,0.78,+0.07,5
105/11/01,182000,125580,0.69,0.69,0.69,0.69,-0.09,1
105/11/02,0,0,---,---,---,---,---,0
105/11/03,47000,30080,0.64,0.64,0.64,0.64,-0.02,1
105/11/04,47000,29610,0.63,0.63,0.63,0.63,-0.01,1
105/11/07,5000,3150,0.63,0.63,0.63,0.63,0.00,1
105/11/08,15000,9000,0.60,0.60,0.60,0.60,-0.03,3
105/11/09,6000,3180,0.63,0.63,0.51,0.51,-0.09,2
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,88000,26400,0.30,0.30,0.30,0.30,+0.05,1
105/11/25,88000,22000,0.25,0.25,0.25,0.25,-0.05,1
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,200000,20000,0.10,0.10,0.10,0.10,-0.03,3
105/12/16,200000,30000,0.15,0.15,0.15,0.15,+0.05,1
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
