105/08/24,1082000,1962400,1.91,1.91,1.75,1.82,-0.04,70
105/08/25,722000,1289960,1.81,1.84,1.72,1.73,-0.09,30
105/08/26,522000,937590,1.75,1.85,1.74,1.80,+0.07,26
105/08/29,428000,746110,1.81,1.81,1.68,1.73,-0.07,21
105/08/30,665000,1213610,1.76,1.93,1.76,1.93,+0.20,30
105/08/31,216000,423830,1.99,2.01,1.88,2.01,+0.08,13
105/09/01,69000,141610,2.19,2.19,2.00,2.00,-0.01,2
105/09/02,25000,46550,1.91,1.91,1.85,1.85,-0.15,2
105/09/05,29000,53280,1.88,1.88,1.81,1.81,-0.04,3
105/09/06,518000,959050,1.83,1.90,1.78,1.78,-0.03,11
105/09/07,317000,535000,1.72,1.73,1.65,1.65,-0.13,11
105/09/08,71000,125130,1.73,1.80,1.73,1.80,+0.15,4
105/09/09,134000,272120,1.78,2.09,1.78,2.05,+0.25,6
105/09/10,28000,54320,1.94,1.94,1.94,1.94,-0.11,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,25000,23750,0.95,0.95,0.95,0.95,-0.01,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,10000,4600,0.46,0.46,0.46,0.46,+0.02,1
105/11/24,10000,4100,0.41,0.41,0.41,0.41,-0.05,1
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,360000,80600,0.21,0.23,0.20,0.23,-0.04,8
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
