105/08/24,15000,20530,1.37,1.37,1.35,1.35,-0.04,2
105/08/25,1000,1340,1.34,1.34,1.34,1.34,-0.01,1
105/08/26,0,0,---,---,---,---,---,0
105/08/29,123000,158670,1.29,1.29,1.29,1.29,-0.02,2
105/08/30,313000,403770,1.29,1.29,1.29,1.29,0.00,2
105/08/31,315000,401160,1.27,1.28,1.26,1.28,-0.01,4
105/09/01,115000,139860,1.22,1.23,1.21,1.22,-0.06,5
105/09/02,13000,15840,1.23,1.23,1.17,1.17,-0.05,4
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,11000,10890,0.99,0.99,0.99,0.99,-0.01,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,2000,2000,1.00,1.00,1.00,1.00,0.00,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,10000,9400,0.94,0.94,0.94,0.94,-0.07,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,115000,113040,0.96,1.02,0.96,1.02,+0.07,2
105/09/30,115000,112700,0.98,0.98,0.98,0.98,-0.04,1
105/10/03,200000,188000,0.94,0.94,0.94,0.94,-0.04,1
105/10/04,150000,138000,0.92,0.92,0.92,0.92,-0.02,2
105/10/05,72000,64580,0.89,0.90,0.89,0.90,-0.02,2
105/10/06,0,0,---,---,---,---,---,0
105/10/07,22000,20020,0.91,0.91,0.91,0.91,+0.01,1
105/10/11,21000,19740,0.94,0.94,0.94,0.94,+0.03,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,21000,17850,0.85,0.85,0.85,0.85,-0.02,1
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,27000,19980,0.74,0.74,0.74,0.74,-0.06,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,227000,142200,0.60,0.63,0.60,0.63,-0.06,2
105/10/26,201000,124550,0.62,0.62,0.55,0.55,-0.08,2
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,1000,580,0.58,0.58,0.58,0.58,+0.03,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,10000,7100,0.71,0.71,0.71,0.71,+0.05,1
105/11/07,10000,5600,0.56,0.56,0.56,0.56,-0.15,1
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,50000,29500,0.59,0.59,0.59,0.59,+0.01,1
105/11/18,180000,92200,0.53,0.53,0.49,0.49,-0.10,2
105/11/21,80000,36000,0.45,0.45,0.45,0.45,-0.04,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,260000,114400,0.44,0.44,0.44,0.44,-0.02,1
105/11/28,100000,39000,0.39,0.39,0.39,0.39,-0.05,2
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,151000,68970,0.45,0.47,0.45,0.47,+0.07,3
105/12/02,1000,560,0.56,0.56,0.56,0.56,+0.09,1
105/12/05,65000,32850,0.51,0.51,0.49,0.49,-0.07,2
105/12/06,1000,440,0.44,0.44,0.44,0.44,-0.05,1
