105/08/24,410000,176300,0.43,0.43,0.43,0.43,-0.01,3
105/08/25,240000,98600,0.41,0.42,0.41,0.42,-0.01,4
105/08/26,39000,16610,0.42,0.43,0.42,0.43,+0.01,3
105/08/29,51000,21130,0.41,0.42,0.41,0.42,-0.01,4
105/08/30,0,0,---,---,---,---,---,0
105/08/31,19000,7790,0.41,0.41,0.41,0.41,-0.01,2
105/09/01,22000,9120,0.42,0.42,0.41,0.41,0.00,2
105/09/02,20000,8000,0.40,0.40,0.40,0.40,-0.01,1
105/09/05,20000,8100,0.41,0.41,0.40,0.40,0.00,2
105/09/06,160000,62400,0.39,0.39,0.39,0.39,-0.01,3
105/09/07,153000,59870,0.39,0.41,0.39,0.41,+0.02,4
105/09/08,20000,8000,0.40,0.40,0.40,0.40,-0.01,2
105/09/09,15000,6430,0.42,0.43,0.42,0.43,+0.03,2
105/09/10,13000,4940,0.38,0.38,0.38,0.38,-0.05,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,270000,100600,0.37,0.38,0.37,0.38,0.00,2
105/09/14,270000,97200,0.36,0.36,0.36,0.36,-0.02,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,340000,119000,0.35,0.35,0.35,0.35,0.00,2
105/09/22,340000,115600,0.34,0.34,0.34,0.34,-0.01,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,34000,12980,0.37,0.40,0.37,0.38,+0.04,9
105/09/29,33000,11880,0.36,0.36,0.36,0.36,-0.02,2
105/09/30,202000,66680,0.33,0.34,0.33,0.34,-0.02,2
105/10/03,2000,620,0.31,0.31,0.31,0.31,-0.03,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,210000,63000,0.30,0.30,0.30,0.30,-0.01,3
105/10/06,10000,2900,0.29,0.29,0.29,0.29,-0.01,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,4000,1000,0.25,0.25,0.25,0.25,-0.03,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,6000,1260,0.21,0.21,0.21,0.21,-0.02,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
