105/08/24,665000,1451980,2.12,2.26,2.12,2.12,+0.04,46
105/08/25,373000,858180,2.19,2.40,2.19,2.25,+0.13,21
105/08/26,169000,374010,2.27,2.27,2.13,2.13,-0.12,13
105/08/29,252000,543020,2.15,2.16,2.15,2.16,+0.03,6
105/08/30,278000,575020,2.11,2.11,1.99,2.02,-0.14,16
105/08/31,110000,228000,2.05,2.12,2.00,2.05,+0.03,5
105/09/01,52000,106940,2.06,2.06,2.02,2.02,-0.03,4
105/09/02,26000,44630,1.93,1.93,1.58,1.65,-0.37,5
105/09/05,0,0,---,---,---,---,---,0
105/09/06,100000,167500,1.65,1.70,1.65,1.70,+0.09,2
105/09/07,100000,163700,1.63,1.65,1.62,1.65,-0.05,3
105/09/08,10000,17100,1.71,1.71,1.71,1.71,+0.06,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,10000,11500,1.16,1.16,1.14,1.14,+0.07,2
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,35000,39750,1.14,1.14,1.13,1.13,+0.02,3
105/09/26,207000,226630,1.09,1.10,1.09,1.09,-0.04,4
105/09/29,110000,114400,1.04,1.04,1.04,1.04,-0.05,2
105/09/30,200000,196000,0.99,0.99,0.97,0.97,-0.07,2
105/10/03,30000,28200,0.94,0.94,0.94,0.94,-0.03,1
105/10/04,201000,180920,0.90,0.92,0.90,0.92,-0.02,3
105/10/05,0,0,---,---,---,---,---,0
105/10/06,150000,136000,0.93,0.93,0.90,0.90,-0.02,4
105/10/07,301000,249620,0.88,0.88,0.81,0.82,-0.08,6
105/10/11,400000,265000,0.66,0.68,0.64,0.64,-0.18,4
105/10/12,21000,12450,0.59,0.65,0.59,0.65,+0.01,2
105/10/13,1000,670,0.67,0.67,0.67,0.67,+0.02,1
105/10/14,321000,180760,0.61,0.61,0.55,0.56,-0.11,5
105/10/17,0,0,---,---,---,---,---,0
105/10/18,200000,107000,0.53,0.54,0.53,0.54,-0.01,2
105/10/19,0,0,---,---,---,---,---,0
105/10/20,1000,560,0.56,0.56,0.56,0.56,+0.02,1
105/10/21,2852000,2139800,0.60,0.83,0.60,0.77,+0.21,24
105/10/24,1413000,997390,0.81,0.81,0.68,0.70,-0.07,22
105/10/25,6000,4400,0.72,0.76,0.72,0.76,+0.06,4
105/10/26,204000,142860,0.70,0.72,0.70,0.72,-0.04,4
105/10/27,405000,263340,0.68,0.68,0.65,0.65,-0.07,2
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,200000,91000,0.45,0.46,0.45,0.46,+0.04,3
105/11/22,200000,95600,0.47,0.49,0.46,0.49,+0.03,8
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,100000,46000,0.46,0.46,0.46,0.46,+0.02,1
105/11/28,100000,47400,0.47,0.48,0.47,0.47,+0.01,5
105/11/29,0,0,---,---,---,---,---,0
105/11/30,4000,1920,0.48,0.48,0.48,0.48,+0.04,1
105/12/01,4000,1800,0.45,0.45,0.45,0.45,-0.03,1
105/12/02,108000,47600,0.45,0.45,0.43,0.43,-0.02,2
105/12/05,0,0,---,---,---,---,---,0
105/12/06,436000,265300,0.69,0.69,0.54,0.54,+0.12,9
105/12/07,110000,58800,0.48,0.54,0.48,0.54,0.00,2
105/12/08,40000,26400,0.66,0.66,0.66,0.66,+0.12,2
105/12/09,20000,12200,0.61,0.61,0.61,0.61,-0.05,1
105/12/12,0,0,---,---,---,---,---,0
105/12/13,168000,77280,0.46,0.46,0.46,0.46,-0.04,1
105/12/14,30000,16200,0.54,0.54,0.54,0.54,+0.08,1
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,40000,30100,0.76,0.76,0.73,0.73,+0.02,3
105/12/22,45000,31750,0.73,0.73,0.67,0.67,-0.06,3
105/12/23,41000,30510,0.81,0.81,0.70,0.70,+0.03,4
105/12/26,1000,670,0.67,0.67,0.67,0.67,-0.03,1
105/12/27,0,0,---,---,---,---,---,0
105/12/28,97000,72750,0.75,0.75,0.75,0.75,+0.17,8
105/12/29,80000,57200,0.71,0.72,0.71,0.72,-0.03,2
105/12/30,1000,770,0.77,0.77,0.77,0.77,+0.05,1
106/01/03,3000,2400,0.80,0.80,0.80,0.80,+0.03,1
106/01/04,80000,72950,0.88,1.10,0.88,1.03,+0.23,7
106/01/05,100000,107800,1.07,1.11,1.05,1.06,+0.03,10
106/01/06,20000,22050,1.14,1.14,0.99,0.99,-0.07,2
106/01/09,0,0,---,---,---,---,---,0
106/01/10,1000,850,0.85,0.85,0.85,0.85,+0.12,1
106/01/11,5000,3000,0.60,0.60,0.60,0.60,-0.25,1
