105/08/24,0,0,--,--,--,--,,0
105/08/25,0,0,--,--,--,--,,0
105/08/26,0,0,--,--,--,--,,0
105/08/29,0,0,--,--,--,--,,0
105/08/30,0,0,--,--,--,--,,0
105/08/31,0,0,--,--,--,--,,0
105/09/01,499000,898200,1.80,1.80,1.80,1.80,X,1
105/09/02,0,0,--,--,--,--,,0
105/09/05,0,0,--,--,--,--,,0
105/09/06,13000,21180,1.66,1.66,1.62,1.62,X,2
105/09/07,10000,15200,1.52,1.52,1.52,1.52,-0.10,1
105/09/08,0,0,--,--,--,--,,0
105/09/09,8000,12960,1.62,1.62,1.62,1.62,X,1
105/09/10,38000,67260,1.77,1.77,1.77,1.77,0.15,2
105/09/12,230000,419100,1.80,1.83,1.80,1.82,0.05,5
105/09/13,3000,5610,1.91,1.91,1.85,1.85,0.03,2
105/09/14,201000,369840,1.84,1.84,1.84,1.84,-0.01,1
105/09/19,20000,32500,1.65,1.65,1.60,1.60,-0.24,2
105/09/20,1000,1590,1.59,1.59,1.59,1.59,-0.01,1
105/09/21,1000,1550,1.55,1.55,1.55,1.55,-0.04,1
105/09/22,0,0,--,--,--,--,,0
105/09/23,60000,88200,1.47,1.47,1.47,1.47,X,2
105/09/26,10000,15200,1.52,1.52,1.52,1.52,0.05,1
105/09/29,2000,2800,1.40,1.40,1.40,1.40,-0.12,1
105/09/30,7000,10660,1.50,1.55,1.50,1.53,0.13,5
105/10/03,52000,77480,1.49,1.49,1.49,1.49,-0.04,2
105/10/04,50000,72000,1.44,1.44,1.44,1.44,-0.05,1
105/10/05,0,0,--,--,--,--,,0
105/10/06,0,0,--,--,--,--,,0
105/10/07,60000,85800,1.43,1.43,1.43,1.43,X,2
105/10/11,61000,91680,1.38,1.51,1.38,1.48,0.05,3
105/10/12,0,0,--,--,--,--,,0
105/10/13,60000,87820,1.44,1.48,1.43,1.47,X,5
105/10/14,110000,162660,1.47,1.51,1.44,1.48,0.01,10
105/10/17,15000,22830,1.53,1.57,1.49,1.49,0.01,3
105/10/18,70000,103160,1.50,1.50,1.45,1.45,-0.04,7
105/10/19,53000,73740,1.41,1.41,1.38,1.38,-0.07,7
105/10/20,10000,13770,1.37,1.38,1.36,1.38,,3
105/10/21,92000,125530,1.37,1.37,1.36,1.36,-0.02,5
105/10/24,44000,58740,1.35,1.35,1.33,1.33,-0.03,4
105/10/25,130000,165300,1.29,1.29,1.26,1.26,-0.07,6
105/10/26,0,0,--,--,--,--,,0
105/10/27,81000,109740,1.36,1.36,1.34,1.34,X,4
105/10/28,60000,81000,1.35,1.35,1.35,1.35,0.01,1
105/10/31,17000,23600,1.40,1.40,1.38,1.38,0.03,2
105/11/01,7000,9590,1.37,1.37,1.37,1.37,-0.01,1
105/11/02,130000,189000,1.44,1.47,1.44,1.47,0.10,7
105/11/03,269000,409970,1.47,1.55,1.47,1.53,0.06,11
105/11/04,133000,206150,1.55,1.55,1.55,1.55,0.02,4
105/11/07,73000,104860,1.49,1.49,1.41,1.43,-0.12,9
105/11/08,55000,78460,1.41,1.46,1.41,1.41,-0.02,6
105/11/09,579000,946760,1.34,1.70,1.34,1.70,0.29,14
105/11/10,137000,197580,1.44,1.47,1.43,1.43,-0.27,7
105/11/11,139000,224170,1.60,1.63,1.57,1.63,0.20,13
105/11/14,421000,711500,1.65,1.71,1.65,1.69,0.06,5
105/11/15,37000,61370,1.67,1.67,1.65,1.65,-0.04,7
105/11/16,482000,411450,1.33,1.63,0.76,1.62,-0.03,6
105/11/17,468000,770310,1.63,1.66,1.63,1.65,0.03,10
105/11/18,75000,121140,1.65,1.65,1.60,1.60,-0.05,8
105/11/21,190000,304100,1.61,1.61,1.57,1.57,-0.03,6
105/11/22,416000,623600,1.52,1.52,1.45,1.45,-0.12,5
105/11/23,377000,533820,1.43,1.43,1.40,1.40,-0.05,5
105/11/24,8000,11520,1.44,1.44,1.44,1.44,0.04,2
