105/11/17,589000,727400,1.22,1.25,1.22,1.25,+0.07,6
105/11/18,653000,763750,1.22,1.22,1.15,1.15,-0.10,4
105/11/21,66000,77880,1.18,1.18,1.18,1.18,+0.03,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,12000,12700,1.05,1.06,1.05,1.06,-0.06,2
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,67000,70650,1.05,1.08,1.05,1.08,+0.07,2
105/12/05,267000,287020,1.06,1.08,1.06,1.08,0.00,4
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,10000,10400,1.04,1.04,1.04,1.04,+0.03,1
105/12/14,10000,9900,0.99,0.99,0.99,0.99,-0.05,1
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,62000,60140,0.97,0.97,0.97,0.97,+0.01,1
105/12/23,281000,281170,0.99,1.01,0.99,1.01,+0.04,4
105/12/26,219000,210240,0.96,0.96,0.96,0.96,-0.05,3
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,74000,59940,0.81,0.81,0.81,0.81,+0.01,1
106/01/05,74000,58460,0.79,0.79,0.79,0.79,-0.02,1
106/01/06,0,0,---,---,---,---,---,0
106/01/09,874000,817600,0.87,1.03,0.87,1.03,+0.24,30
106/01/10,762000,787340,1.02,1.06,1.00,1.01,-0.02,18
106/01/11,1178000,1240730,0.99,1.14,0.99,1.13,+0.12,34
