105/08/24,124000,137660,1.08,1.14,1.08,1.11,+0.10,12
105/08/25,42000,42780,1.02,1.04,1.01,1.04,-0.07,4
105/08/26,24000,26100,1.06,1.12,1.06,1.06,+0.02,4
105/08/29,42000,45600,1.05,1.15,1.05,1.15,+0.09,5
105/08/30,37000,39990,1.09,1.09,1.07,1.07,-0.08,4
105/08/31,10000,10200,1.02,1.02,1.02,1.02,-0.05,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,15000,14300,0.95,0.96,0.95,0.96,+0.07,2
105/09/06,5000,4750,0.95,0.95,0.95,0.95,-0.01,1
105/09/07,35000,32010,0.91,0.95,0.90,0.95,0.00,5
105/09/08,10000,9100,0.91,0.91,0.91,0.91,-0.04,1
105/09/09,22000,18280,0.84,0.84,0.82,0.82,-0.09,2
105/09/10,49000,37270,0.76,0.77,0.76,0.76,-0.06,3
105/09/12,36000,28290,0.77,0.80,0.77,0.80,+0.04,5
105/09/13,0,0,---,---,---,---,---,0
105/09/14,11000,7970,0.72,0.73,0.72,0.73,-0.01,2
105/09/19,35000,25950,0.72,0.77,0.72,0.77,+0.04,6
105/09/20,13000,9780,0.75,0.76,0.75,0.76,-0.01,2
105/09/21,15000,11000,0.73,0.74,0.73,0.74,-0.02,2
105/09/22,10000,7100,0.71,0.71,0.71,0.71,-0.03,1
105/09/23,12000,8560,0.73,0.73,0.71,0.71,0.00,2
105/09/26,0,0,---,---,---,---,---,0
105/09/29,5000,3300,0.66,0.66,0.66,0.66,-0.02,1
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,10000,3600,0.36,0.36,0.36,0.36,-0.13,1
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,100000,21500,0.22,0.22,0.21,0.21,+0.10,2
105/11/24,220000,81600,0.35,0.40,0.33,0.37,+0.16,13
105/11/25,202000,76840,0.37,0.42,0.37,0.37,0.00,6
105/11/28,212000,89020,0.42,0.42,0.41,0.41,+0.04,2
