105/08/24,452000,460980,0.98,1.08,0.98,1.08,+0.15,11
105/08/25,452000,461040,1.02,1.02,1.02,1.02,-0.06,4
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,50000,48000,0.96,0.96,0.96,0.96,+0.04,1
105/09/02,50000,44500,0.89,0.89,0.89,0.89,-0.07,1
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,176000,102960,0.58,0.59,0.58,0.59,-0.11,2
105/09/08,419000,312360,0.70,0.79,0.70,0.77,+0.18,5
105/09/09,233000,177580,0.77,0.77,0.74,0.74,-0.03,3
105/09/10,0,0,---,---,---,---,---,0
105/09/12,20000,14000,0.72,0.72,0.68,0.68,+0.02,2
105/09/13,0,0,---,---,---,---,---,0
105/09/14,10000,6000,0.60,0.60,0.60,0.60,-0.02,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,376000,203040,0.53,0.55,0.53,0.55,+0.06,2
105/09/22,564000,310200,0.54,0.57,0.54,0.57,+0.02,2
105/09/23,188000,114680,0.61,0.61,0.61,0.61,+0.04,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,5000,3540,0.70,0.72,0.70,0.72,+0.19,2
105/10/05,0,0,---,---,---,---,---,0
105/10/06,571000,441650,0.72,0.82,0.72,0.76,+0.06,8
105/10/07,2000,1440,0.72,0.72,0.72,0.72,-0.04,1
105/10/11,501000,415690,0.83,0.83,0.76,0.76,+0.04,3
105/10/12,10000,7440,0.76,0.76,0.73,0.74,-0.02,4
105/10/13,179000,156760,0.90,0.92,0.86,0.90,+0.16,9
105/10/14,78000,65140,0.85,0.86,0.78,0.78,-0.12,4
105/10/17,23000,19100,0.80,0.85,0.80,0.85,+0.07,4
105/10/18,0,0,---,---,---,---,---,0
105/10/19,20000,15200,0.76,0.76,0.76,0.76,-0.05,1
105/10/20,5000,4000,0.80,0.80,0.80,0.80,+0.04,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,10000,6600,0.66,0.66,0.66,0.66,0.00,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,100000,52000,0.52,0.52,0.52,0.52,-0.04,1
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,180000,48600,0.27,0.27,0.27,0.27,-0.06,2
105/11/08,200000,51000,0.26,0.26,0.25,0.25,-0.02,2
105/11/09,250000,65200,0.27,0.27,0.18,0.18,-0.07,4
105/11/10,230000,50100,0.22,0.22,0.21,0.21,+0.03,2
105/11/11,210000,33200,0.15,0.16,0.15,0.16,-0.05,3
105/11/14,90000,17400,0.19,0.20,0.19,0.19,+0.03,3
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,60000,10200,0.17,0.17,0.17,0.17,+0.01,2
105/11/23,160000,27100,0.16,0.17,0.16,0.17,0.00,3
105/11/24,150000,28500,0.19,0.19,0.19,0.19,+0.02,1
105/11/25,0,0,---,---,---,---,---,0
105/11/28,30000,5400,0.18,0.18,0.18,0.18,0.00,1
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
