105/08/24,414000,261620,0.58,0.65,0.58,0.63,+0.05,5
105/08/25,450000,277140,0.61,0.63,0.59,0.63,0.00,5
105/08/26,200000,121000,0.60,0.62,0.60,0.62,-0.01,3
105/08/29,0,0,---,---,---,---,---,0
105/08/30,89000,54090,0.59,0.61,0.59,0.61,+0.01,3
105/08/31,613000,372030,0.60,0.62,0.59,0.61,0.00,11
105/09/01,564000,313000,0.58,0.58,0.55,0.55,-0.06,9
105/09/02,224000,125360,0.54,0.58,0.54,0.54,-0.01,5
105/09/05,310000,181300,0.59,0.59,0.55,0.59,+0.05,5
105/09/06,671000,462700,0.68,0.74,0.68,0.69,+0.10,15
105/09/07,226000,152420,0.71,0.71,0.67,0.67,-0.02,6
105/09/08,220000,141200,0.64,0.66,0.64,0.66,-0.01,2
105/09/09,3000,1920,0.64,0.64,0.64,0.64,-0.02,1
105/09/10,190000,105600,0.56,0.56,0.54,0.54,-0.10,5
105/09/12,140000,72700,0.52,0.52,0.51,0.52,-0.02,5
105/09/13,395000,196800,0.52,0.52,0.48,0.48,-0.04,4
105/09/14,250000,120000,0.48,0.48,0.48,0.48,0.00,1
105/09/19,558000,243280,0.43,0.44,0.41,0.41,-0.07,5
105/09/20,671000,284420,0.42,0.44,0.42,0.42,+0.01,5
105/09/21,616000,261570,0.42,0.43,0.42,0.43,+0.01,8
105/09/22,390000,168100,0.44,0.44,0.43,0.43,0.00,10
105/09/23,24000,10080,0.42,0.42,0.42,0.42,-0.01,2
105/09/26,295000,118000,0.40,0.40,0.40,0.40,-0.02,5
105/09/29,475000,209950,0.43,0.47,0.43,0.46,+0.06,7
105/09/30,150000,62580,0.42,0.42,0.41,0.42,-0.04,6
105/10/03,360000,143000,0.40,0.40,0.39,0.39,-0.03,5
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,100000,24000,0.24,0.24,0.24,0.24,-0.08,1
105/10/12,20000,5600,0.28,0.28,0.28,0.28,+0.04,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,7000,1540,0.22,0.22,0.22,0.22,-0.01,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,20000,4200,0.21,0.21,0.21,0.21,0.00,1
105/10/24,10000,2200,0.22,0.22,0.22,0.22,+0.01,1
105/10/25,0,0,---,---,---,---,---,0
105/10/26,20000,3400,0.17,0.17,0.17,0.17,-0.02,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,7000,1120,0.16,0.16,0.16,0.16,-0.01,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,103000,13360,0.13,0.13,0.12,0.12,-0.04,2
105/11/03,300000,36000,0.12,0.12,0.12,0.12,0.00,2
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,10000,1100,0.11,0.11,0.11,0.11,0.00,1
105/11/09,20000,2200,0.11,0.11,0.11,0.11,0.00,1
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,20000,1200,0.06,0.06,0.06,0.06,-0.02,1
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,30000,1200,0.04,0.04,0.04,0.04,+0.01,2
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,10000,400,0.04,0.04,0.04,0.04,+0.01,1
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,10000,200,0.02,0.02,0.02,0.02,-0.01,1
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,10000,200,0.02,0.02,0.02,0.02,0.00,1
105/12/09,100000,3000,0.03,0.03,0.03,0.03,+0.01,1
105/12/12,10000,800,0.08,0.08,0.08,0.08,+0.05,1
105/12/13,30000,300,0.01,0.01,0.01,0.01,-0.07,1
105/12/14,0,0,---,---,---,---,---,0
105/12/15,210000,2100,0.01,0.01,0.01,0.01,0.00,3
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,0,0,---,---,---,---,---,0
105/12/26,0,0,---,---,---,---,---,0
105/12/27,0,0,---,---,---,---,---,0
105/12/28,0,0,---,---,---,---,---,0
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
