105/08/24,746000,459810,0.57,0.62,0.57,0.61,+0.07,12
105/08/25,26000,16360,0.66,0.66,0.62,0.62,+0.01,2
105/08/26,0,0,---,---,---,---,---,0
105/08/29,20000,11800,0.59,0.59,0.59,0.59,-0.01,1
105/08/30,22000,13620,0.62,0.62,0.61,0.61,+0.02,2
105/08/31,10000,5800,0.58,0.58,0.58,0.58,-0.03,1
105/09/01,20000,10800,0.54,0.54,0.54,0.54,-0.04,1
105/09/02,37000,15170,0.48,0.48,0.39,0.39,-0.15,4
105/09/05,0,0,---,---,---,---,---,0
105/09/06,20000,9200,0.46,0.46,0.46,0.46,+0.09,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,583000,294930,0.51,0.51,0.49,0.51,+0.05,12
105/09/10,230000,108700,0.47,0.50,0.47,0.50,-0.01,5
105/09/12,63000,27280,0.46,0.46,0.43,0.44,-0.06,3
105/09/13,203000,84430,0.40,0.42,0.40,0.41,-0.03,4
105/09/14,0,0,---,---,---,---,---,0
105/09/19,20000,8600,0.43,0.43,0.43,0.43,+0.02,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,10000,3900,0.39,0.39,0.39,0.39,0.00,1
105/09/26,0,0,---,---,---,---,---,0
105/09/29,10000,4500,0.45,0.45,0.45,0.45,+0.06,1
105/09/30,133000,55550,0.41,0.44,0.41,0.44,-0.01,4
105/10/03,99000,38610,0.39,0.39,0.39,0.39,-0.05,2
105/10/04,87000,37950,0.39,0.45,0.39,0.45,+0.06,2
105/10/05,3401000,1883420,0.48,0.64,0.45,0.59,+0.14,58
105/10/06,2857000,1725250,0.62,0.66,0.53,0.58,-0.01,54
105/10/07,879000,457310,0.55,0.55,0.47,0.48,-0.10,24
105/10/11,412000,157370,0.40,0.40,0.32,0.32,-0.16,15
105/10/12,450000,162000,0.36,0.36,0.36,0.36,+0.04,7
105/10/13,1210000,379990,0.32,0.32,0.30,0.30,-0.06,19
105/10/14,125000,33750,0.27,0.27,0.27,0.27,-0.03,3
105/10/17,221000,53550,0.24,0.27,0.24,0.25,-0.02,4
105/10/18,0,0,---,---,---,---,---,0
105/10/19,13000,3410,0.25,0.28,0.25,0.26,+0.01,5
105/10/20,16000,4160,0.26,0.26,0.26,0.26,0.00,2
105/10/21,190000,39900,0.21,0.21,0.21,0.21,-0.05,3
105/10/24,5000,1050,0.21,0.21,0.21,0.21,0.00,1
105/10/25,499000,99800,0.20,0.20,0.20,0.20,-0.01,1
105/10/26,499000,99800,0.20,0.20,0.20,0.20,0.00,1
105/10/27,575000,126270,0.20,0.23,0.20,0.22,+0.02,6
105/10/28,512000,112640,0.22,0.22,0.22,0.22,0.00,2
105/10/31,5000,1100,0.22,0.22,0.22,0.22,0.00,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,22000,3300,0.15,0.15,0.15,0.15,-0.06,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,10000,1200,0.12,0.12,0.12,0.12,-0.03,1
105/11/07,10000,1300,0.13,0.13,0.13,0.13,+0.01,1
105/11/08,188000,14000,0.08,0.10,0.05,0.10,-0.03,5
105/11/09,3194000,383280,0.12,0.12,0.12,0.12,+0.02,7
105/11/10,8000,1040,0.13,0.13,0.13,0.13,+0.01,2
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,100000,8000,0.08,0.08,0.08,0.08,-0.01,1
105/11/16,100000,8000,0.08,0.08,0.08,0.08,0.00,1
105/11/17,0,0,---,---,---,---,---,0
105/11/18,100000,6000,0.06,0.06,0.06,0.06,-0.02,1
105/11/21,200000,10000,0.05,0.05,0.05,0.05,-0.01,2
105/11/22,0,0,---,---,---,---,---,0
105/11/23,100000,5000,0.05,0.05,0.05,0.05,0.00,1
105/11/24,100000,4000,0.04,0.04,0.04,0.04,-0.01,1
105/11/25,48000,1920,0.04,0.04,0.04,0.04,0.00,1
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,200000,6000,0.03,0.03,0.03,0.03,-0.01,1
105/12/01,200000,6000,0.03,0.03,0.03,0.03,0.00,2
105/12/02,200000,6000,0.03,0.03,0.03,0.03,0.00,2
105/12/05,200000,4000,0.02,0.02,0.02,0.02,-0.01,4
105/12/06,10000,100,0.01,0.01,0.01,0.01,-0.01,1
105/12/07,2000,20,0.01,0.01,0.01,0.01,0.00,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,12000,120,0.01,0.01,0.01,0.01,0.00,2
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,1800000,18000,0.01,0.01,0.01,0.01,0.00,4
