105/09/26,140000,142860,1.02,1.04,1.02,1.04,+0.12,3
105/09/29,779000,836750,1.03,1.14,1.03,1.09,+0.05,16
105/09/30,960000,995600,1.04,1.04,1.02,1.02,-0.07,6
105/10/03,141000,145230,1.03,1.03,1.03,1.03,+0.01,2
105/10/04,570000,575690,0.98,1.04,0.98,1.03,0.00,15
105/10/05,440000,426060,0.98,0.98,0.93,0.95,-0.08,6
105/10/06,107000,104860,0.98,0.98,0.98,0.98,+0.03,1
105/10/07,142000,132580,0.94,0.94,0.88,0.88,-0.10,3
105/10/11,230000,186510,0.83,0.83,0.76,0.82,-0.06,6
105/10/12,228000,184950,0.79,0.83,0.78,0.83,+0.01,4
105/10/13,161000,127190,0.79,0.79,0.79,0.79,-0.04,2
105/10/14,0,0,---,---,---,---,---,0
105/10/17,87000,66990,0.77,0.77,0.77,0.77,+0.03,1
105/10/18,87000,64380,0.74,0.74,0.74,0.74,-0.03,1
105/10/19,31000,23670,0.75,0.77,0.75,0.77,+0.03,3
105/10/20,155000,123420,0.80,0.80,0.78,0.78,+0.01,2
105/10/21,165000,128600,0.78,0.78,0.77,0.78,0.00,4
105/10/24,19000,15250,0.80,0.81,0.79,0.81,+0.03,3
105/10/25,14000,11160,0.79,0.80,0.79,0.80,-0.01,2
105/10/26,34000,23800,0.70,0.70,0.70,0.70,-0.10,2
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,11000,7810,0.71,0.71,0.71,0.71,+0.01,2
105/11/01,0,0,---,---,---,---,---,0
105/11/02,11000,7040,0.64,0.64,0.64,0.64,-0.05,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,3000,1830,0.61,0.61,0.61,0.61,+0.03,1
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,35000,14350,0.41,0.41,0.41,0.41,0.00,1
105/11/18,35000,13300,0.38,0.38,0.38,0.38,-0.03,1
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,254000,119380,0.47,0.47,0.47,0.47,+0.06,3
105/12/01,254000,114300,0.45,0.45,0.45,0.45,-0.02,3
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,73000,32210,0.44,0.45,0.44,0.45,+0.02,3
105/12/07,73000,31390,0.43,0.43,0.43,0.43,-0.02,1
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
