105/08/24,1776000,1521020,0.83,0.89,0.82,0.86,+0.01,19
105/08/25,1338000,1137720,0.87,0.87,0.83,0.85,-0.01,20
105/08/26,1798000,1631390,0.86,0.96,0.86,0.89,+0.04,33
105/08/29,1338000,1184880,0.89,0.90,0.85,0.86,-0.03,28
105/08/30,148000,123390,0.85,0.85,0.83,0.83,-0.03,8
105/08/31,423000,347380,0.81,0.83,0.79,0.79,-0.04,10
105/09/01,714000,585780,0.79,0.84,0.79,0.82,+0.03,10
105/09/02,934000,671790,0.81,0.81,0.66,0.66,-0.16,18
105/09/05,70000,47000,0.68,0.68,0.65,0.65,-0.01,2
105/09/06,502000,358200,0.68,0.73,0.68,0.73,+0.08,6
105/09/07,1176000,872590,0.73,0.77,0.70,0.75,+0.02,20
105/09/08,615000,478810,0.79,0.79,0.76,0.78,+0.03,16
105/09/09,231000,173180,0.75,0.77,0.74,0.75,-0.03,11
105/09/10,240000,160800,0.67,0.67,0.67,0.67,-0.08,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,100000,58000,0.58,0.58,0.58,0.58,-0.05,1
105/09/14,221000,121490,0.58,0.59,0.42,0.42,-0.16,6
105/09/19,276000,123760,0.44,0.46,0.44,0.46,+0.04,3
105/09/20,835000,335300,0.44,0.44,0.36,0.36,-0.10,10
105/09/21,625000,272300,0.43,0.49,0.43,0.49,+0.13,7
105/09/22,436000,203220,0.50,0.50,0.46,0.47,-0.02,8
105/09/23,10000,4400,0.44,0.44,0.44,0.44,-0.03,1
105/09/26,437000,188700,0.42,0.45,0.42,0.44,0.00,8
105/09/29,115000,50750,0.44,0.45,0.44,0.45,+0.01,3
105/09/30,233000,96360,0.42,0.42,0.41,0.41,-0.04,5
105/10/03,261000,118620,0.41,0.47,0.41,0.47,+0.06,8
105/10/04,200000,91100,0.43,0.47,0.43,0.45,-0.02,6
105/10/05,572000,258650,0.46,0.46,0.44,0.44,-0.01,10
105/10/06,170000,60300,0.37,0.37,0.35,0.35,-0.09,4
105/10/07,111000,38540,0.35,0.35,0.34,0.35,0.00,5
105/10/11,590000,164720,0.33,0.33,0.26,0.26,-0.09,10
105/10/12,10000,2700,0.27,0.27,0.27,0.27,+0.01,1
105/10/13,10000,2800,0.28,0.28,0.28,0.28,+0.01,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,14000,3440,0.24,0.26,0.24,0.26,+0.03,2
105/10/19,124000,32160,0.24,0.26,0.24,0.26,0.00,3
105/10/20,60000,13800,0.23,0.23,0.23,0.23,-0.03,1
105/10/21,20000,4600,0.23,0.23,0.23,0.23,0.00,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,20000,4400,0.22,0.22,0.22,0.22,0.00,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,20000,3200,0.16,0.16,0.16,0.16,-0.03,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,20000,1600,0.08,0.08,0.08,0.08,0.00,1
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,110000,4600,0.04,0.05,0.04,0.05,+0.01,2
105/11/15,20000,1400,0.07,0.07,0.07,0.07,+0.02,2
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,10000,600,0.06,0.06,0.06,0.06,+0.01,1
105/11/21,25000,1000,0.04,0.04,0.04,0.04,-0.02,1
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,0,0,---,---,---,---,---,0
105/12/07,0,0,---,---,---,---,---,0
105/12/08,0,0,---,---,---,---,---,0
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
