105/08/24,71000,182560,2.63,2.63,2.56,2.56,-0.17,3
105/08/25,25000,59750,2.36,2.51,2.36,2.51,-0.05,2
105/08/26,10000,28500,2.85,2.85,2.85,2.85,+0.34,1
105/08/29,63000,192910,3.07,3.07,3.02,3.02,+0.17,3
105/08/30,63000,184330,2.95,2.95,2.91,2.91,-0.11,7
105/08/31,10000,28400,2.84,2.84,2.84,2.84,-0.07,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,100000,235000,2.35,2.35,2.35,2.35,-0.49,2
105/09/05,42000,109290,2.50,2.61,2.50,2.61,+0.26,5
105/09/06,52000,160310,3.10,3.10,3.02,3.02,+0.41,3
105/09/07,10000,27600,2.76,2.76,2.76,2.76,-0.26,1
105/09/08,60000,171700,2.84,2.97,2.84,2.97,+0.21,2
105/09/09,60000,171000,2.85,2.85,2.85,2.85,-0.12,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,50000,123000,2.46,2.46,2.46,2.46,+0.01,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,7000,17850,2.55,2.55,2.55,2.55,+0.15,1
105/09/20,57000,152970,2.71,2.71,2.68,2.68,+0.13,2
105/09/21,0,0,---,---,---,---,---,0
105/09/22,550000,1504500,2.73,2.76,2.73,2.76,+0.10,6
105/09/23,100000,276000,2.76,2.76,2.76,2.76,0.00,2
105/09/26,100000,271600,2.68,2.74,2.68,2.74,-0.02,2
105/09/29,15000,41700,2.77,2.80,2.77,2.80,+0.06,2
105/09/30,15000,38400,2.57,2.57,2.54,2.54,-0.26,2
105/10/03,10000,27800,2.78,2.78,2.78,2.78,+0.24,1
105/10/04,11000,33680,3.03,3.38,3.03,3.38,+0.60,2
105/10/05,1000,3230,3.23,3.23,3.23,3.23,-0.15,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,50000,119500,2.39,2.39,2.39,2.39,-0.53,1
105/10/12,75000,132000,1.73,1.92,1.71,1.92,-0.47,6
105/10/13,31000,62180,1.98,2.02,1.98,2.02,+0.10,3
105/10/14,6000,11640,1.94,1.94,1.94,1.94,-0.08,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,370000,617900,1.67,1.67,1.67,1.67,-0.39,2
105/11/09,0,0,---,---,---,---,---,0
105/11/10,20000,39000,1.95,1.95,1.95,1.95,+0.25,1
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,10000,20900,2.09,2.09,2.09,2.09,+0.64,1
105/11/24,10000,19700,1.97,1.97,1.97,1.97,-0.12,1
105/11/25,10000,20300,2.03,2.03,2.03,2.03,+0.06,1
105/11/28,10000,20000,2.00,2.00,2.00,2.00,-0.03,1
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,10000,19400,1.94,1.94,1.94,1.94,+0.10,1
