105/08/24,15000,4650,0.31,0.31,0.31,0.31,-0.02,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,40000,10000,0.25,0.25,0.25,0.25,+0.01,1
105/09/02,90000,21600,0.24,0.24,0.24,0.24,-0.01,3
105/09/05,0,0,---,---,---,---,---,0
105/09/06,300000,57000,0.19,0.19,0.19,0.19,-0.02,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,205000,14350,0.07,0.07,0.07,0.07,-0.02,4
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,195000,7800,0.04,0.04,0.04,0.04,-0.02,2
