105/08/24,301000,64410,0.22,0.22,0.21,0.21,+0.02,7
105/08/25,135000,27000,0.20,0.20,0.20,0.20,-0.01,3
105/08/26,675000,130400,0.19,0.20,0.19,0.19,-0.01,7
105/08/29,11000,1860,0.17,0.17,0.16,0.16,-0.03,2
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,99000,3960,0.04,0.04,0.04,0.04,-0.03,10
105/09/14,20000,400,0.02,0.02,0.02,0.02,-0.02,2
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,30000,600,0.02,0.02,0.02,0.02,0.00,3
105/09/22,25000,500,0.02,0.02,0.02,0.02,0.00,3
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
