105/10/11,15000,15900,1.06,1.06,1.06,1.06,-0.11,1
105/10/12,15000,16500,1.10,1.10,1.10,1.10,+0.04,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,542000,476900,0.86,0.95,0.86,0.95,+0.04,4
105/10/20,500000,508500,1.00,1.05,0.99,1.01,+0.06,13
105/10/21,99000,100550,1.03,1.05,1.01,1.01,0.00,4
105/10/24,0,0,---,---,---,---,---,0
105/10/25,90000,90900,1.01,1.01,1.01,1.01,0.00,1
105/10/26,90000,91800,1.02,1.02,1.02,1.02,+0.01,1
105/10/27,420000,411650,0.98,1.03,0.98,1.03,+0.01,7
105/10/28,421000,410420,0.97,0.99,0.95,0.98,-0.05,8
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,1000,890,0.89,0.89,0.89,0.89,0.00,1
105/11/07,0,0,---,---,---,---,---,0
105/11/08,200000,201000,1.01,1.02,0.99,0.99,+0.09,4
105/11/09,204000,159220,0.86,0.86,0.74,0.74,-0.25,6
105/11/10,2000,1820,0.91,0.91,0.91,0.91,+0.17,1
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,54000,48980,0.93,0.93,0.90,0.90,+0.10,3
105/11/21,410000,365880,0.89,0.92,0.89,0.90,0.00,16
105/11/22,372000,332530,0.91,0.95,0.88,0.88,-0.02,21
105/11/23,56000,54880,0.98,0.98,0.98,0.98,+0.10,2
105/11/24,101000,112040,0.97,1.16,0.97,1.12,+0.14,10
105/11/25,130000,149360,1.16,1.17,1.07,1.07,-0.05,15
105/11/28,401000,490640,1.14,1.32,1.14,1.19,+0.12,29
105/11/29,174000,200540,1.15,1.21,1.13,1.21,+0.02,13
105/11/30,0,0,---,---,---,---,---,0
105/12/01,356000,443040,1.26,1.30,1.20,1.20,+0.02,12
105/12/02,45000,46800,1.04,1.04,1.04,1.04,-0.16,2
105/12/05,100000,108920,1.08,1.09,1.08,1.09,+0.05,2
105/12/06,3000,3360,1.12,1.12,1.12,1.12,+0.03,1
105/12/07,9000,9780,1.14,1.14,1.05,1.05,-0.07,3
105/12/08,14000,14240,1.00,1.03,1.00,1.00,-0.05,3
105/12/09,120000,122760,1.00,1.06,0.96,1.06,+0.06,12
105/12/12,394000,402700,1.01,1.04,1.00,1.04,-0.02,10
105/12/13,287000,275240,0.96,0.96,0.90,0.90,-0.14,5
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,37000,35230,0.95,0.97,0.95,0.97,+0.07,3
105/12/19,208000,216700,1.05,1.06,1.02,1.03,+0.06,10
105/12/20,23000,23520,1.04,1.04,1.01,1.02,-0.01,4
105/12/21,2000,1900,0.95,0.95,0.95,0.95,-0.07,1
105/12/22,57000,54690,0.94,0.99,0.94,0.94,-0.01,5
105/12/23,1000,980,0.98,0.98,0.98,0.98,+0.04,1
105/12/26,253000,225170,0.89,0.90,0.88,0.89,-0.09,4
105/12/27,50000,43000,0.86,0.86,0.86,0.86,-0.03,1
105/12/28,0,0,---,---,---,---,---,0
105/12/29,1000,850,0.85,0.85,0.85,0.85,-0.01,1
105/12/30,152000,133220,0.86,0.89,0.86,0.89,+0.04,4
106/01/03,151000,121800,0.80,0.82,0.80,0.82,-0.07,3
106/01/04,50000,40500,0.81,0.81,0.81,0.81,-0.01,1
106/01/05,155000,132750,0.86,0.86,0.85,0.86,+0.05,4
106/01/06,155000,131550,0.85,0.85,0.81,0.81,-0.05,2
106/01/09,3000,2370,0.79,0.79,0.79,0.79,-0.02,1
106/01/10,181000,143050,0.79,0.84,0.79,0.84,+0.05,4
106/01/11,181000,143780,0.80,0.80,0.79,0.80,-0.04,4
106/01/12,52000,39010,0.77,0.77,0.74,0.74,-0.06,3
106/01/13,0,0,---,---,---,---,---,0
106/01/16,51000,33160,0.66,0.66,0.65,0.65,-0.02,2
106/01/17,88000,72540,0.82,0.84,0.77,0.77,+0.12,7
