105/08/24,2000,57000,28.20,28.80,28.20,28.80,+0.55,2
105/08/25,160,4152,---,---,---,---,---,1
105/08/26,3000,82050,26.90,28.30,26.85,28.30,-0.10,3
105/08/29,1000,28550,28.55,28.55,28.55,28.55,+0.25,1
105/08/30,2000,54850,26.80,28.05,26.80,28.05,-0.50,2
105/08/31,1000,28450,28.45,28.45,28.45,28.45,+0.40,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,3000,85300,28.60,28.60,28.35,28.35,0.00,3
105/09/05,8000,227800,29.90,29.90,26.80,28.05,-0.30,7
105/09/06,11000,323800,30.80,30.80,26.95,28.90,+0.85,11
105/09/07,4000,110950,28.00,28.10,26.90,27.95,-0.95,4
105/09/08,5304,142083,26.70,27.70,26.65,27.00,-0.95,8
105/09/09,9000,242150,26.45,27.40,26.45,27.00,0.00,7
105/09/10,4000,107700,27.80,27.80,26.20,27.50,+0.50,4
105/09/12,3619,96258,27.05,27.05,26.25,26.25,-1.25,5
105/09/13,4000,107100,26.65,26.95,26.65,26.95,+0.70,4
105/09/14,4000,105150,26.50,26.50,26.10,26.10,-0.85,4
105/09/19,3084,80608,26.00,26.45,26.00,26.45,+0.35,4
105/09/20,4000,106850,26.75,26.75,26.70,26.70,+0.25,4
105/09/21,1000,26800,26.80,26.80,26.80,26.80,+0.10,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,3048,77593,25.00,26.65,24.70,26.65,-0.10,4
105/09/26,8000,197700,24.60,25.25,24.20,25.25,-1.40,8
105/09/29,8000,188300,24.90,24.90,23.00,23.00,-2.25,8
105/09/30,19000,443800,23.90,23.90,22.30,23.50,+0.50,17
105/10/03,5000,113700,23.10,23.10,22.00,23.00,-0.50,5
105/10/04,10000,217250,23.75,23.75,21.00,21.60,-1.40,10
105/10/05,12001,250220,22.00,22.00,20.15,20.65,-0.95,13
105/10/06,8000,164550,20.35,20.90,20.35,20.90,+0.25,5
105/10/07,0,0,---,---,---,---,---,0
105/10/11,9000,181400,20.00,20.20,20.00,20.20,-0.70,5
105/10/12,2008,42320,21.00,21.15,21.00,21.15,+0.95,4
105/10/13,0,0,---,---,---,---,---,0
105/10/14,6000,114850,19.05,19.20,19.00,19.20,-1.70,4
105/10/17,1006,21022,20.90,20.90,20.90,20.90,+1.70,2
105/10/18,1000,21200,21.20,21.20,21.20,21.20,+0.30,1
105/10/19,1000,21200,21.20,21.20,21.20,21.20,0.00,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,2000,42400,21.20,21.20,21.20,21.20,+0.05,2
105/10/27,0,0,---,---,---,---,---,0
105/10/28,1000,20500,20.50,20.50,20.50,20.50,-0.65,1
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,1000,20000,20.00,20.00,20.00,20.00,-0.40,1
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,1000,20000,20.00,20.00,20.00,20.00,0.00,1
105/11/09,4000,80000,20.00,20.00,20.00,20.00,0.00,3
105/11/10,1002,22044,22.00,22.00,22.00,22.00,+2.00,2
105/11/11,4000,90350,22.90,22.95,22.00,22.50,+0.50,4
105/11/14,4000,85900,20.55,22.25,20.55,22.10,-0.40,4
105/11/15,6000,134750,21.80,23.90,20.15,23.40,+1.30,6
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,8000,191200,23.00,24.20,23.00,24.00,+1.00,8
105/11/21,6000,137700,22.50,23.80,22.20,23.70,-0.30,5
