105/08/24,79000,203160,2.56,2.66,2.52,2.66,+0.20,6
105/08/25,20000,57900,2.80,2.99,2.80,2.99,+0.33,2
105/08/26,10000,32000,3.20,3.20,3.20,3.20,+0.21,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,5000,14550,2.91,2.91,2.91,2.91,-0.09,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,10000,27500,2.75,2.75,2.75,2.75,-0.01,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,152000,408800,2.68,2.70,2.66,2.70,+0.01,16
105/09/21,165000,484690,2.96,2.96,2.89,2.89,+0.19,4
105/09/22,23000,69050,2.85,3.05,2.85,3.05,+0.16,3
105/09/23,10000,27600,2.76,2.76,2.76,2.76,-0.29,1
105/09/26,12000,41380,2.99,3.54,2.99,3.54,+0.78,2
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,2000,6700,3.35,3.35,3.35,3.35,+0.02,1
