105/08/24,299000,190360,0.62,0.65,0.62,0.65,-0.01,3
105/08/25,399000,260740,0.66,0.67,0.64,0.67,+0.02,7
105/08/26,100000,65000,0.65,0.65,0.65,0.65,-0.02,1
105/08/29,9000,6120,0.68,0.68,0.68,0.68,+0.03,1
105/08/30,68000,49210,0.72,0.77,0.72,0.77,+0.09,2
105/08/31,77000,56110,0.73,0.73,0.71,0.71,-0.06,5
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,105000,71400,0.68,0.68,0.68,0.68,+0.04,2
105/09/06,105000,72450,0.69,0.69,0.69,0.69,+0.01,2
105/09/07,0,0,---,---,---,---,---,0
105/09/08,7000,5180,0.74,0.74,0.74,0.74,+0.04,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,6000,3660,0.61,0.61,0.61,0.61,+0.01,1
105/09/20,231000,155840,0.64,0.69,0.64,0.69,+0.08,4
105/09/21,231000,171490,0.71,0.79,0.71,0.71,+0.02,7
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,698000,550480,0.72,0.84,0.72,0.84,+0.10,6
105/09/30,498000,416760,0.89,0.89,0.82,0.82,-0.02,13
105/10/03,497000,591690,1.05,1.27,1.05,1.24,+0.42,10
105/10/04,614000,708650,1.15,1.20,1.07,1.20,-0.04,28
105/10/05,854000,922370,1.15,1.15,1.00,1.00,-0.20,14
105/10/06,918000,928310,1.03,1.10,0.94,1.10,+0.10,18
105/10/07,620000,638600,1.03,1.03,1.03,1.03,-0.07,8
105/10/11,330000,259100,0.79,0.79,0.71,0.79,-0.24,4
105/10/12,413000,330910,0.73,0.83,0.73,0.83,+0.04,6
105/10/13,396000,293980,0.81,0.81,0.73,0.73,-0.10,12
105/10/14,25000,12750,0.51,0.51,0.51,0.51,-0.22,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,427000,221880,0.51,0.62,0.51,0.62,+0.05,5
105/10/19,400000,254220,0.66,0.66,0.60,0.62,0.00,6
105/10/20,200000,100000,0.49,0.51,0.49,0.51,-0.11,2
105/10/21,200000,107500,0.53,0.55,0.52,0.52,+0.01,3
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,21000,8400,0.40,0.40,0.40,0.40,-0.07,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,24000,6480,0.27,0.27,0.27,0.27,-0.06,1
105/10/31,6000,1200,0.20,0.20,0.20,0.20,-0.07,1
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
