105/10/24,100000,170000,1.70,1.70,1.70,1.70,+0.08,1
105/10/25,200000,327000,1.67,1.67,1.60,1.60,-0.10,2
105/10/26,100000,156000,1.56,1.56,1.56,1.56,-0.04,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,7000,9940,1.42,1.42,1.42,1.42,-0.04,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,7000,8890,1.27,1.27,1.27,1.27,-0.14,1
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,39000,37830,0.97,0.97,0.97,0.97,-0.08,1
105/11/10,82000,85490,1.01,1.08,1.01,1.08,+0.11,5
105/11/11,111000,100420,0.92,0.92,0.89,0.90,-0.18,4
105/11/14,12000,11040,0.92,0.92,0.92,0.92,+0.02,1
105/11/15,33000,28590,0.83,0.92,0.83,0.92,0.00,4
105/11/16,15000,13610,0.90,0.91,0.90,0.91,-0.01,2
105/11/17,15000,12600,0.85,0.85,0.82,0.82,-0.09,3
105/11/18,58000,50460,0.87,0.87,0.87,0.87,+0.05,2
105/11/21,58000,51570,0.84,0.89,0.84,0.89,+0.02,2
105/11/22,172000,158920,0.92,1.00,0.92,0.99,+0.10,6
105/11/23,193000,181140,0.95,0.98,0.93,0.98,-0.01,7
105/11/24,107000,104530,0.92,0.98,0.92,0.98,0.00,3
105/11/25,142000,129100,0.91,0.92,0.90,0.90,-0.08,4
105/11/28,132000,121730,0.90,0.95,0.90,0.95,+0.05,4
105/11/29,219000,207660,0.92,0.96,0.92,0.96,+0.01,3
105/11/30,27000,25520,0.94,0.96,0.93,0.95,-0.01,4
105/12/01,109000,100190,0.91,0.92,0.91,0.92,-0.03,2
105/12/02,13000,10870,0.84,0.84,0.83,0.83,-0.09,2
105/12/05,0,0,---,---,---,---,---,0
105/12/06,1000,820,0.82,0.82,0.82,0.82,+0.05,1
105/12/07,0,0,---,---,---,---,---,0
105/12/08,32000,27960,0.88,0.88,0.86,0.86,+0.05,2
105/12/09,10000,8900,0.89,0.89,0.89,0.89,+0.03,1
105/12/12,22000,19460,0.89,0.89,0.83,0.83,-0.06,3
105/12/13,0,0,---,---,---,---,---,0
105/12/14,202000,169680,0.84,0.84,0.84,0.84,+0.03,3
105/12/15,212000,169700,0.80,0.81,0.80,0.81,-0.03,2
105/12/16,22000,17600,0.80,0.80,0.80,0.80,-0.01,1
105/12/19,0,0,---,---,---,---,---,0
105/12/20,10000,6420,0.65,0.65,0.64,0.64,-0.13,2
105/12/21,20000,12800,0.64,0.64,0.64,0.64,0.00,1
105/12/22,50000,27300,0.59,0.59,0.52,0.52,-0.12,4
105/12/23,140000,72400,0.51,0.53,0.51,0.53,+0.01,5
105/12/26,92000,48640,0.53,0.57,0.51,0.57,+0.04,5
105/12/27,277000,157940,0.58,0.58,0.56,0.56,-0.01,5
105/12/28,292000,171870,0.60,0.60,0.58,0.59,+0.03,6
105/12/29,39000,23840,0.61,0.62,0.61,0.62,+0.03,4
105/12/30,66000,40260,0.61,0.61,0.61,0.61,-0.01,2
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
