105/11/03,158000,131450,0.91,0.92,0.78,0.89,-0.31,7
105/11/04,110000,96150,0.86,0.90,0.85,0.87,-0.02,6
105/11/07,60000,60300,0.97,1.04,0.97,1.04,+0.17,2
105/11/08,159000,159810,0.98,1.05,0.98,1.05,+0.01,4
105/11/09,32000,30400,0.95,0.95,0.95,0.95,-0.10,1
105/11/10,16000,16000,1.00,1.00,1.00,1.00,+0.05,1
105/11/11,60000,52750,0.88,0.88,0.87,0.87,-0.13,2
105/11/14,9000,8170,0.93,0.93,0.88,0.88,+0.01,2
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,18000,16740,0.93,0.93,0.93,0.93,+0.04,2
105/11/21,0,0,---,---,---,---,---,0
105/11/22,232000,241700,0.98,1.16,0.98,1.16,+0.28,9
105/11/23,240000,258350,1.12,1.12,1.07,1.10,-0.06,5
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,1315000,1455070,1.09,1.12,1.09,1.12,+0.06,23
105/11/29,962000,1028270,1.05,1.24,0.96,1.24,+0.12,27
105/11/30,413000,549160,1.32,1.34,1.32,1.32,+0.08,4
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
105/12/06,85000,99110,1.15,1.17,1.15,1.17,+0.06,2
105/12/07,85000,105060,1.25,1.25,1.18,1.18,+0.01,2
105/12/08,103000,136500,1.26,1.33,1.26,1.33,+0.15,2
105/12/09,103000,129870,1.26,1.29,1.26,1.29,-0.04,3
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,0,0,---,---,---,---,---,0
105/12/15,0,0,---,---,---,---,---,0
105/12/16,0,0,---,---,---,---,---,0
105/12/19,5000,5850,1.17,1.17,1.17,1.17,-0.05,1
105/12/20,0,0,---,---,---,---,---,0
105/12/21,7000,8120,1.16,1.16,1.16,1.16,+0.04,1
105/12/22,9000,10110,1.13,1.13,1.10,1.10,-0.06,2
105/12/23,19000,20730,1.09,1.10,1.09,1.10,0.00,8
105/12/26,25000,26880,1.08,1.08,1.06,1.06,-0.04,2
105/12/27,0,0,---,---,---,---,---,0
105/12/28,5000,6000,1.20,1.20,1.20,1.20,+0.08,1
105/12/29,0,0,---,---,---,---,---,0
105/12/30,5000,5850,1.17,1.17,1.17,1.17,+0.01,1
106/01/03,5000,5400,1.08,1.08,1.08,1.08,-0.09,1
106/01/04,0,0,---,---,---,---,---,0
106/01/05,865000,887980,1.02,1.04,1.02,1.03,-0.03,12
106/01/06,869000,873190,1.00,1.05,1.00,1.05,+0.02,10
106/01/09,0,0,---,---,---,---,---,0
106/01/10,0,0,---,---,---,---,---,0
