105/08/24,745000,564860,0.77,0.77,0.73,0.74,-0.01,14
105/08/25,685000,538340,0.75,0.82,0.75,0.80,+0.06,19
105/08/26,317000,244730,0.80,0.80,0.75,0.75,-0.05,13
105/08/29,14000,9950,0.71,0.72,0.71,0.72,-0.03,3
105/08/30,526000,386890,0.71,0.75,0.71,0.75,+0.03,8
105/08/31,1096000,906610,0.80,0.86,0.79,0.86,+0.11,24
105/09/01,568000,452800,0.82,0.82,0.79,0.79,-0.07,16
105/09/02,81000,60020,0.76,0.76,0.70,0.71,-0.08,7
105/09/05,297000,213440,0.70,0.72,0.70,0.71,0.00,6
105/09/06,282000,205870,0.72,0.74,0.72,0.73,+0.02,4
105/09/07,90000,65800,0.73,0.74,0.72,0.72,-0.01,4
105/09/08,1050000,781010,0.72,0.76,0.71,0.75,+0.03,17
105/09/09,846000,595600,0.72,0.72,0.69,0.69,-0.06,14
105/09/10,165000,107250,0.65,0.65,0.65,0.65,-0.04,5
105/09/12,110000,73410,0.67,0.67,0.65,0.65,0.00,3
105/09/13,116000,74690,0.65,0.65,0.59,0.59,-0.06,7
105/09/14,110000,64120,0.58,0.59,0.58,0.58,-0.01,5
105/09/19,1217000,784400,0.58,0.69,0.58,0.68,+0.10,19
105/09/20,1277000,865350,0.68,0.70,0.67,0.68,0.00,25
105/09/21,226000,149600,0.66,0.68,0.64,0.66,-0.02,6
105/09/22,39000,25740,0.66,0.66,0.66,0.66,0.00,1
105/09/23,162000,107480,0.66,0.67,0.66,0.67,+0.01,4
105/09/26,142000,94880,0.68,0.68,0.66,0.66,-0.01,4
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,1000,580,0.58,0.58,0.58,0.58,-0.02,1
105/10/04,274000,165380,0.60,0.61,0.60,0.61,+0.03,2
105/10/05,274000,164400,0.60,0.60,0.60,0.60,-0.01,4
105/10/06,0,0,---,---,---,---,---,0
105/10/07,188000,88900,0.50,0.50,0.45,0.45,-0.12,8
105/10/11,150000,56620,0.42,0.42,0.35,0.35,-0.10,5
105/10/12,0,0,---,---,---,---,---,0
105/10/13,135000,47250,0.35,0.35,0.35,0.35,-0.01,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,10000,2900,0.29,0.29,0.29,0.29,-0.03,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,404000,121200,0.29,0.31,0.29,0.30,+0.02,4
105/10/24,440000,127600,0.29,0.29,0.29,0.29,-0.01,4
105/10/25,2000,540,0.27,0.27,0.27,0.27,-0.02,1
105/10/26,2000,540,0.27,0.27,0.27,0.27,0.00,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,50000,8000,0.16,0.16,0.16,0.16,-0.01,1
105/11/08,100000,23000,0.23,0.23,0.23,0.23,+0.07,2
105/11/09,50000,11000,0.22,0.22,0.22,0.22,-0.01,1
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
