105/11/07,3000,2970,0.99,0.99,0.99,0.99,+0.07,1
105/11/08,11000,11970,1.10,1.10,0.97,0.97,-0.02,2
105/11/09,19000,20300,1.05,1.10,1.00,1.00,+0.03,4
105/11/10,10000,11250,1.09,1.16,1.09,1.16,+0.16,2
105/11/11,13000,14670,1.10,1.15,1.10,1.15,-0.01,3
105/11/14,8000,8560,1.07,1.07,1.07,1.07,-0.08,2
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,1000,930,0.93,0.93,0.93,0.93,-0.04,1
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,0,0,---,---,---,---,---,0
105/11/23,3000,3000,1.00,1.00,1.00,1.00,+0.04,1
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,90000,80100,0.89,0.89,0.89,0.89,+0.04,1
105/11/30,90000,76500,0.85,0.85,0.85,0.85,-0.04,1
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,90000,80100,0.89,0.89,0.89,0.89,+0.05,1
105/12/06,90000,83700,0.93,0.93,0.93,0.93,+0.04,1
105/12/07,82000,80360,0.98,0.98,0.98,0.98,+0.05,1
105/12/08,82000,77900,0.95,0.95,0.95,0.95,-0.03,1
105/12/09,0,0,---,---,---,---,---,0
