105/08/24,229000,185890,0.81,0.83,0.81,0.83,+0.09,4
105/08/25,199000,159200,0.80,0.80,0.80,0.80,-0.03,1
105/08/26,1000,800,0.80,0.80,0.80,0.80,0.00,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,10000,8200,0.82,0.82,0.82,0.82,+0.03,1
105/08/31,0,0,---,---,---,---,---,0
105/09/01,40000,29200,0.73,0.73,0.73,0.73,-0.05,2
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,150000,96000,0.64,0.64,0.64,0.64,+0.11,2
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,150000,100500,0.67,0.67,0.67,0.67,+0.04,1
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,1000,550,0.55,0.55,0.55,0.55,-0.07,1
105/10/04,0,0,---,---,---,---,---,0
105/10/05,502000,363560,0.67,0.82,0.67,0.82,+0.19,7
105/10/06,702000,581940,0.84,0.86,0.74,0.75,-0.07,11
105/10/07,110000,76000,0.70,0.70,0.68,0.68,-0.07,3
105/10/11,310000,184000,0.66,0.66,0.52,0.52,-0.16,8
105/10/12,180000,93600,0.52,0.52,0.52,0.52,0.00,1
105/10/13,50000,23000,0.46,0.46,0.46,0.46,-0.06,1
105/10/14,50000,20000,0.40,0.40,0.40,0.40,-0.06,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,30000,12000,0.40,0.40,0.40,0.40,0.00,1
105/10/19,0,0,---,---,---,---,---,0
105/10/20,130000,50700,0.39,0.39,0.39,0.39,-0.01,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,2000,500,0.25,0.25,0.25,0.25,-0.01,1
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,100000,24000,0.24,0.24,0.24,0.24,+0.04,1
