105/08/24,4000,6120,1.53,1.53,1.53,1.53,-0.04,1
105/08/25,10000,16300,1.63,1.63,1.63,1.63,+0.10,1
105/08/26,20000,32800,1.65,1.65,1.63,1.63,0.00,2
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,6000,9600,1.60,1.60,1.60,1.60,+0.12,1
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,5000,8150,1.63,1.63,1.63,1.63,+0.20,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,25000,40750,1.63,1.63,1.63,1.63,-0.03,1
105/10/04,20000,37750,1.86,1.97,1.86,1.97,+0.34,2
105/10/05,15000,30900,2.06,2.06,2.06,2.06,+0.09,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,1000,1170,1.17,1.17,1.17,1.17,+0.16,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,1000,1320,1.32,1.32,1.32,1.32,+0.07,1
105/10/26,1000,1550,1.55,1.55,1.55,1.55,+0.23,1
