105/08/24,838000,910880,1.04,1.14,1.04,1.12,+0.07,18
105/08/25,458000,507030,1.10,1.13,1.09,1.12,0.00,9
105/08/26,792000,843790,1.05,1.07,1.05,1.07,-0.05,9
105/08/29,400000,436000,1.08,1.10,1.08,1.10,+0.03,3
105/08/30,100000,101000,1.01,1.01,1.01,1.01,-0.09,1
105/08/31,337000,347110,1.03,1.03,1.03,1.03,+0.02,10
105/09/01,337000,328500,0.97,0.99,0.96,0.96,-0.07,8
105/09/02,0,0,---,---,---,---,---,0
105/09/05,180000,163800,0.91,0.91,0.91,0.91,+0.02,2
105/09/06,395000,369500,0.93,0.94,0.93,0.94,+0.03,8
105/09/07,664000,643250,0.96,0.98,0.95,0.98,+0.04,12
105/09/08,449000,455880,1.02,1.02,1.00,1.00,+0.02,6
105/09/09,142000,148580,1.03,1.07,1.03,1.03,+0.03,6
105/09/10,65000,62060,0.95,0.97,0.94,0.97,-0.06,3
105/09/12,38000,35500,0.95,0.95,0.92,0.92,-0.05,2
105/09/13,90000,81000,0.90,0.90,0.90,0.90,-0.02,2
105/09/14,0,0,---,---,---,---,---,0
105/09/19,339000,298880,0.88,0.89,0.87,0.89,+0.02,4
105/09/20,364000,313310,0.88,0.88,0.85,0.85,-0.04,9
105/09/21,333000,288600,0.85,0.88,0.85,0.88,+0.03,5
105/09/22,806000,723910,0.89,0.93,0.88,0.93,+0.05,16
105/09/23,463000,405280,0.89,0.89,0.87,0.87,-0.06,13
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,30000,24600,0.82,0.82,0.82,0.82,+0.01,1
105/10/04,178000,153040,0.85,0.86,0.85,0.86,+0.04,2
105/10/05,239000,197510,0.83,0.85,0.82,0.85,-0.01,6
105/10/06,495000,435590,0.87,0.89,0.87,0.89,+0.04,11
105/10/07,404000,350440,0.88,0.88,0.85,0.85,-0.04,8
105/10/11,180000,130200,0.73,0.73,0.72,0.72,-0.13,2
105/10/12,200000,142000,0.71,0.71,0.71,0.71,-0.01,3
105/10/13,200000,139600,0.71,0.71,0.69,0.69,-0.02,3
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,190000,132900,0.70,0.70,0.69,0.69,0.00,8
105/10/19,190000,135600,0.72,0.72,0.70,0.70,+0.01,5
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,520000,324710,0.62,0.63,0.62,0.63,+0.02,10
105/10/26,520000,310460,0.61,0.61,0.58,0.61,-0.02,6
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,10000,4100,0.41,0.41,0.41,0.41,-0.02,1
105/11/04,30000,12900,0.43,0.43,0.43,0.43,+0.02,1
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,0,0,---,---,---,---,---,0
105/11/18,200000,64000,0.32,0.32,0.32,0.32,+0.04,1
105/11/21,200000,67200,0.34,0.34,0.33,0.33,+0.01,2
105/11/22,0,0,---,---,---,---,---,0
105/11/23,0,0,---,---,---,---,---,0
105/11/24,0,0,---,---,---,---,---,0
105/11/25,0,0,---,---,---,---,---,0
105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,0,0,---,---,---,---,---,0
105/12/01,0,0,---,---,---,---,---,0
105/12/02,0,0,---,---,---,---,---,0
105/12/05,0,0,---,---,---,---,---,0
